,learner reward,learner action,learner action cont,adv action,adv reward,psudo reward,adv_state
0,[42.],[[[0 0 0 1 0]]],[[14.]],[4],[0.],[[0 0 0 0 0]],"[[ 0.573973    0.99972647 -0.00920936  0.0083573   0.05817796  0.10229953
   0.58958131  0.2415839   0.          0.          0.          1.
   0.          0.02      ]]"
1,[0.],[[[0 0 0 1 0]]],[[16.]],[0],[48.],[[0 0 0 0 0]],"[[0.70874619 0.42910889 0.24789713 0.0148292  0.06591086 0.11382308
  0.64133579 0.16410109 0.         0.         0.         1.
  0.         0.03      ]]"
2,[0.],[[[0 0 0 1 0]]],[[14.]],[0],[42.],[[0 0 0 0 0]],"[[0.8152616  0.2336552  0.49236467 0.01823795 0.07333138 0.12220261
  0.68979144 0.09643661 0.         1.         0.         0.
  0.         0.04      ]]"
3,[0.],[[[0 1 0 0 0]]],[[6.]],[0],[18.],[[0 0 0 0 0]],"[[0.11720227 0.23510891 0.81558466 0.1312204  0.26550215 0.24724275
  0.29269236 0.06334227 0.         0.         0.         1.
  0.         0.05      ]]"
4,[24.],[[[0 0 0 1 0]]],[[16.]],[2],[24.],[[0 0 0 0 0]],"[[0.38855997 0.98297238 0.26121974 0.02036527 0.11542228 0.16057864
  0.53728676 0.16634695 0.         0.         1.         0.
  0.         0.06      ]]"
5,[0.],[[[0 0 1 0 0]]],[[9.]],[0],[27.],[[0 0 0 0 0]],"[[0.32881302 0.78249556 0.58916771 0.04145284 0.17945947 0.20916887
  0.48069844 0.08922042 0.         0.         0.         1.
  0.         0.07      ]]"
6,[24.],[[[0 0 0 1 0]]],[[16.]],[2],[24.],[[0 0 0 0 0]],"[[0.53974265 0.98297238 0.31298715 0.01452118 0.09514786 0.14244458
  0.61531144 0.13257499 0.         0.         0.         0.
  1.         0.08      ]]"
7,[25.],[[[0 0 0 0 1]]],[[17.]],[2],[25.],[[0 0 0 0 0]],"[[ 0.33220091  0.95372522 -0.22792302  0.01126832  0.05966843  0.0990259
   0.41255257  0.41748479  0.          0.          0.          0.
   1.          0.09      ]]"
8,[27.],[[[0 0 0 0 1]]],[[18.]],[2],[27.],[[0 0 0 0 0]],"[[ 0.22687215  0.97053576 -0.51994514  0.00756959  0.03715479  0.06543868
   0.27247983  0.61735702  0.          0.          0.          1.
   0.          0.1       ]]"
9,[0.],[[[0 0 0 1 0]]],[[16.]],[0],[48.],[[0 0 0 0 0]],"[[ 0.40487444  0.41504145 -0.20220022  0.01603593  0.05310282  0.09193847
   0.39135849  0.4475643   0.          0.          0.          0.
   1.          0.11      ]]"
