,learner reward,learner action,learner action cont,adv action,adv reward,psudo reward,adv_state
0,[51.],[[[0 0 0 0 1]]],[[17.]],[4],[0.],[[0 0 0 0 0]],"[[ 0.23508391  0.99988025 -0.58379728  0.0062076   0.03169499  0.05766252
   0.25616193  0.64827293  0.          0.          0.          0.
   1.          0.02      ]]"
1,[12.],[[[0 0 0 0 1]]],[[17.]],[1],[38.],[[0 0 0 0 0]],"[[ 0.15810043  0.36017868 -0.52936649  0.01382152  0.03446312  0.05884147
   0.19275096  0.70012289  0.          0.          0.          0.
   1.          0.03      ]]"
2,[0.],[[[0 0 0 0 1]]],[[19.]],[0],[57.],[[0 0 0 0 0]],"[[ 0.04147704 -0.29907259 -0.42802474  0.03709577  0.04255788  0.06518288
   0.14079253  0.71437097  0.          0.          0.          0.
   1.          0.04      ]]"
3,[0.],[[[0 0 0 0 1]]],[[17.]],[0],[51.],[[0 0 0 0 0]],"[[-0.11294402 -0.58101618 -0.68739367  0.0295465   0.02219258  0.03461992
   0.06289852  0.85074252  0.          0.          0.          0.
   1.          0.05      ]]"
4,[51.],[[[0 0 0 0 1]]],[[17.]],[4],[0.],[[0 0 0 0 0]],"[[-0.07490688  0.99988025 -0.89876306  0.00504174  0.01925058  0.03298291
   0.10004711  0.84267765  0.          0.          0.          0.
   1.          0.06      ]]"
5,[14.],[[[0 0 0 0 1]]],[[19.]],[1],[42.],[[0 0 0 0 0]],"[[-0.09656456  0.5417487  -0.8291595   0.00886009  0.02089581  0.03448323
   0.08783466  0.84792626  0.          0.          0.          0.
   1.          0.07      ]]"
6,[0.],[[[0 0 0 0 1]]],[[17.]],[0],[51.],[[0 0 0 0 0]],"[[-0.14536518 -0.25404888 -0.60462141  0.03207938  0.03229946  0.04741155
   0.08131909  0.80689049  0.          0.          0.          0.
   1.          0.08      ]]"
7,[15.],[[[0 0 0 0 1]]],[[20.]],[1],[45.],[[0 0 0 0 0]],"[[-0.19977187  0.61781108 -0.80944717  0.01092514  0.02513729  0.03848783
   0.08045397  0.8449958   0.          0.          0.          0.
   1.          0.09      ]]"
8,[57.],[[[0 0 0 0 1]]],[[19.]],[4],[0.],[[0 0 0 0 0]],"[[-0.16137572  0.99997008 -0.88200748  0.0062964   0.02209549  0.03558104
   0.09036165  0.84566545  0.          0.          0.          0.
   1.          0.1       ]]"
9,[57.],[[[0 0 0 0 1]]],[[19.]],[4],[0.],[[0 0 0 0 0]],"[[-0.13398696  0.99997008 -0.90999269  0.00548845  0.0197973   0.03283319
   0.08958268  0.85229838  0.          0.          0.          0.
   1.          0.11      ]]"
