,learner reward,learner action,learner action cont,adv action,adv reward,psudo reward,adv_state
0,[42.],[[[0 0 0 1 0]]],[[14.]],[4],[0.],[[0 0 0 0 0]],"[[ 0.573973    0.99972647 -0.00920936  0.0083573   0.05817796  0.10229953
   0.58958131  0.2415839   0.          0.          1.          0.
   0.          0.02      ]]"
1,[0.],[[[0 0 1 0 0]]],[[11.]],[0],[33.],[[0 0 0 0 0]],"[[0.49624628 0.86031389 0.39987582 0.02055792 0.11389156 0.16002207
  0.58567619 0.11985232 0.         0.         0.         1.
  0.         0.03      ]]"
2,[42.],[[[0 0 0 1 0]]],[[14.]],[4],[0.],[[0 0 0 0 0]],"[[0.64223766 0.99972647 0.1322962  0.0084764  0.06275806 0.10838365
  0.64683032 0.17355151 0.         0.         0.         1.
  0.         0.04      ]]"
3,[0.],[[[0 0 0 1 0]]],[[16.]],[0],[48.],[[0 0 0 0 0]],"[[0.75950146 0.42572105 0.3652198  0.01498454 0.06946054 0.11774447
  0.6748507  0.12295975 0.         1.         0.         0.
  0.         0.05      ]]"
4,[0.],[[[0 1 0 0 0]]],[[7.]],[0],[21.],[[0 0 0 0 0]],"[[0.13594481 0.24246818 0.72985488 0.11851095 0.24668597 0.24122527
  0.314275   0.07930283 0.         0.         1.         0.
  0.         0.06      ]]"
5,[30.],[[[0 0 1 0 0]]],[[10.]],[4],[0.],[[0 0 0 0 0]],"[[0.12091443 0.99855423 0.58198738 0.05311975 0.23336396 0.23847619
  0.38449076 0.09054937 0.         0.         0.         1.
  0.         0.07      ]]"
6,[19.],[[[0 0 0 1 0]]],[[13.]],[2],[19.],[[0 0 0 0 0]],"[[0.34009367 0.94719625 0.39883518 0.02808069 0.1458371  0.18547577
  0.51137161 0.12923481 0.         0.         1.         0.
  0.         0.08      ]]"
7,[0.],[[[0 0 1 0 0]]],[[10.]],[0],[30.],[[0 0 0 0 0]],"[[0.27218169 0.74245471 0.68142855 0.05346023 0.209823   0.22683437
  0.4357762  0.07410628 0.         0.         0.         1.
  0.         0.09      ]]"
8,[24.],[[[0 0 0 1 0]]],[[16.]],[2],[24.],[[0 0 0 0 0]],"[[0.4971652  0.98297238 0.35060468 0.01705349 0.10708439 0.15353011
  0.59561545 0.12671661 0.         0.         0.         0.
  1.         0.1       ]]"
9,[28.],[[[0 0 0 0 1]]],[[19.]],[2],[28.],[[0 0 0 0 0]],"[[ 0.30776134  0.97651833 -0.2475151   0.01128453  0.05973812  0.09841929
   0.39815059  0.43240741  0.          0.          0.          0.
   1.          0.11      ]]"
