,learner reward,learner action,learner action cont,adv action,adv reward,psudo reward,adv_state
0,[54.],[[[0 0 0 0 1]]],[[18.]],[4],[0.],[[0 0 0 0 0]],"[[ 0.24958056  0.99993986 -0.58564973  0.00598044  0.0309716   0.05691165
   0.26030329  0.64583308  0.          0.          0.          1.
   0.          0.02      ]]"
1,[0.],[[[0 0 0 1 0]]],[[13.]],[0],[39.],[[0 0 0 0 0]],"[[ 0.42187893  0.43928966 -0.26812196  0.01317432  0.04554043  0.08197806
   0.37882325  0.48048389  0.          0.          1.          0.
   0.          0.03      ]]"
2,[0.],[[[0 0 1 0 0]]],[[12.]],[0],[36.],[[0 0 0 0 0]],"[[0.35327697 0.69345152 0.40376362 0.0352511  0.14382455 0.18470126
  0.49644542 0.13977775 0.         0.         1.         0.
  0.         0.04      ]]"
3,[33.],[[[0 0 1 0 0]]],[[11.]],[4],[0.],[[0 0 0 0 0]],"[[0.26653385 0.99927461 0.4478322  0.03360306 0.17090976 0.20297164
  0.47446057 0.11805499 0.         0.         1.         0.
  0.         0.05      ]]"
4,[0.],[[[0 0 1 0 0]]],[[11.]],[0],[33.],[[0 0 0 0 0]],"[[0.20852622 0.7154699  0.70332485 0.06427454 0.23066719 0.2373457
  0.39547348 0.07223913 0.         1.         0.         0.
  0.         0.06      ]]"
5,[9.],[[[0 1 0 0 0]]],[[6.]],[2],[9.],[[0 0 0 0 0]],"[[-0.07296059  0.77008802  0.86341655  0.11632857  0.33375573  0.26791379
   0.23538518  0.04661668  1.          0.          0.          0.
   0.          0.07      ]]"
6,[3.],[[[1 0 0 0 0]]],[[1.]],[4],[0.],[[0 0 0 0 0]],"[[-0.63571888 -0.14914873  0.94569534  0.46107304  0.30448261  0.1672616
   0.03965687  0.02752584  0.          1.          0.          0.
   0.          0.08      ]]"
7,[24.],[[[0 1 0 0 0]]],[[8.]],[4],[0.],[[0 0 0 0 0]],"[[-0.26906833  0.99177325  0.89579701  0.13208118  0.39066318  0.27228481
   0.16729237  0.03767858  0.          0.          0.          0.
   1.          0.09      ]]"
8,[54.],[[[0 0 0 0 1]]],[[18.]],[4],[0.],[[0 0 0 0 0]],"[[-0.19529918  0.99993986 -0.16193622  0.03991509  0.1323708   0.15277261
   0.22261094  0.45233047  0.          1.          0.          0.
   0.          0.1       ]]"
9,[24.],[[[0 1 0 0 0]]],[[8.]],[4],[0.],[[0 0 0 0 0]],"[[-0.11124548  0.99177337  0.245545    0.0619114   0.21802929  0.22251032
   0.28832066  0.20922831  0.          0.          0.          1.
   0.          0.11      ]]"
