,learner reward,learner action,learner action cont,adv action,adv reward,psudo reward,adv_state
0,[31.],[[[0 0 0 1 0]]],[[14.]],[3],[10.],[[0 0 0 0 0]],"[[ 0.20422946  1.         -0.33151421  0.0821504   0.08621924  0.10387976
   0.44105104  0.28669965  0.          0.          0.          0.
   1.          0.02      ]]"
1,[0.],[[[0 0 0 0 1]]],[[19.]],[0],[57.],[[0 0 0 0 0]],"[[ 0.57843697  0.59331179 -0.3285895   0.06074955  0.05318936  0.06665669
   0.44161567  0.37778875  0.          0.          0.          1.
   0.          0.03      ]]"
2,[0.],[[[0 0 0 1 0]]],[[14.]],[0],[42.],[[0 0 0 0 0]],"[[ 0.65262532  0.6870116  -0.08136424  0.07785575  0.05898835  0.06257896
   0.53105849  0.26951841  0.          0.          0.          1.
   0.          0.04      ]]"
3,[0.],[[[0 0 0 1 0]]],[[14.]],[0],[42.],[[0 0 0 0 0]],"[[0.69156694 0.76201856 0.10576613 0.09189343 0.06310561 0.05902046
  0.58547425 0.20050626 0.         0.         0.         1.
  0.         0.05      ]]"
4,[0.],[[[0 0 0 1 0]]],[[16.]],[0],[48.],[[0 0 0 0 0]],"[[0.70921516 0.81801516 0.2405919  0.10273483 0.06617846 0.05652957
  0.61551952 0.15903759 0.         0.         0.         0.
  1.         0.06      ]]"
5,[30.],[[[0 0 0 0 1]]],[[20.]],[2],[30.],[[0 0 0 0 0]],"[[ 0.70889443  1.         -0.77376199  0.02970839  0.02509682  0.03887295
   0.42757744  0.47874433  0.          0.          0.          0.
   1.          0.07      ]]"
6,[0.],[[[0 0 0 0 1]]],[[17.]],[0],[51.],[[0 0 0 0 0]],"[[ 0.82405716  0.45492095 -0.71951407  0.02650596  0.02262463  0.03634899
   0.33808956  0.57643086  0.          0.          0.          0.
   1.          0.08      ]]"
7,[0.],[[[0 0 0 0 1]]],[[17.]],[0],[51.],[[0 0 0 0 0]],"[[ 0.84692335  0.21836421 -0.68351173  0.02610267  0.02272072  0.03684367
   0.30233288  0.61200011  0.          0.          0.          1.
   0.          0.09      ]]"
8,[0.],[[[0 0 0 1 0]]],[[13.]],[0],[39.],[[0 0 0 0 0]],"[[ 0.79631311  0.45919842 -0.35449803  0.04813138  0.03747741  0.04819581
   0.44493514  0.4212603   0.          0.          0.          1.
   0.          0.1       ]]"
9,[0.],[[[0 0 0 1 0]]],[[14.]],[0],[42.],[[0 0 0 0 0]],"[[ 0.76717734  0.61811829 -0.10210103  0.06904285  0.04927284  0.05320616
   0.53774315  0.29073507  0.          0.          0.          0.
   1.          0.11      ]]"
