,learner reward,learner action,learner action cont,adv action,adv reward,psudo reward,adv_state
0,[20.],[[[0 0 1 0 0]]],[[9.]],[3],[6.],[[0 0 0 0 0]],"[[0.19800764 0.99999994 0.09516878 0.1277933  0.11840811 0.10994384
  0.48574555 0.15810923 0.         0.         1.         0.
  0.         0.02      ]]"
1,[15.],[[[0 0 1 0 0]]],[[10.]],[2],[15.],[[0 0 0 0 0]],"[[0.16108759 0.999991   0.20920536 0.1441305  0.13237482 0.11479831
  0.47782147 0.13087487 0.         0.         0.         1.
  0.         0.03      ]]"
2,[0.],[[[0 0 0 1 0]]],[[14.]],[0],[42.],[[0 0 0 0 0]],"[[0.40321428 0.97228622 0.34261119 0.13922964 0.10436654 0.08297639
  0.55727786 0.1161496  1.         0.         0.         0.
  0.         0.04      ]]"
3,[9.],[[[1 0 0 0 0]]],[[3.]],[4],[0.],[[0 0 0 0 0]],"[[0.00180036 0.99945062 0.68294102 0.21815248 0.1939773  0.12670557
  0.40664798 0.05451662 0.         0.         0.         1.
  0.         0.05      ]]"
4,[48.],[[[0 0 0 1 0]]],[[16.]],[4],[0.],[[0 0 0 0 0]],"[[ 0.0017997   1.         -0.6181379   0.06561502  0.08643778  0.12503019
   0.34237152  0.38054544  0.          0.          1.          0.
   0.          0.06      ]]"
5,[0.],[[[0 0 1 0 0]]],[[12.]],[0],[36.],[[0 0 0 0 0]],"[[-0.25000474  0.48518273 -0.27125707  0.10425328  0.16294865  0.20644623
   0.24381016  0.28254169  1.          0.          0.          0.
   0.          0.07      ]]"
6,[0.],[[[1 0 0 0 0]]],[[2.]],[0],[6.],[[0 0 0 0 0]],"[[-0.2643376   0.3688347   0.37863064  0.18581273  0.24658544  0.21347535
   0.24336961  0.11075693  0.          0.          0.          1.
   0.          0.08      ]]"
7,[0.],[[[0 0 0 1 0]]],[[14.]],[0],[42.],[[0 0 0 0 0]],"[[-0.06717905  0.48277152  0.46756971  0.19371851  0.21340251  0.17101036
   0.31769967  0.10416897  0.          0.          0.          1.
   0.          0.09      ]]"
8,[0.],[[[0 0 0 1 0]]],[[15.]],[0],[45.],[[0 0 0 0 0]],"[[0.10648602 0.58819437 0.5134089  0.19053872 0.17972928 0.13715449
  0.39166236 0.1009152  1.         0.         0.         0.
  0.         0.1       ]]"
9,[6.],[[[1 0 0 0 0]]],[[2.]],[4],[0.],[[0 0 0 0 0]],"[[-0.42035496  0.99063462  0.78500754  0.24870963  0.28802809  0.17981587
   0.25024432  0.03320209  0.          0.          0.          0.
   1.          0.11      ]]"
