,learner reward,learner action,learner action cont,adv action,adv reward,psudo reward,adv_state
0,[20.],[[[0 0 1 0 0]]],[[9.]],[3],[6.],[[0 0 0 0 0]],"[[0.19800764 0.99999994 0.09516878 0.1277933  0.11840811 0.10994384
  0.48574555 0.15810923 1.         0.         0.         0.
  0.         0.02      ]]"
1,[0.],[[[1 0 0 0 0]]],[[2.]],[0],[6.],[[0 0 0 0 0]],"[[-0.03594769  0.759938    0.55754888  0.20511869  0.20380755  0.14869478
   0.36500725  0.07737173  0.          1.          0.          0.
   0.          0.03      ]]"
2,[18.],[[[0 1 0 0 0]]],[[6.]],[4],[0.],[[0 0 0 0 0]],"[[-0.05730124  0.9999994   0.61393327  0.21280852  0.2012914   0.13744223
   0.38894475  0.05951313  0.          0.          0.          1.
   0.          0.04      ]]"
3,[0.],[[[0 0 0 1 0]]],[[14.]],[0],[42.],[[0 0 0 0 0]],"[[0.20663151 0.9825753  0.63329643 0.1942748  0.15259659 0.10218926
  0.48427081 0.06666851 0.         1.         0.         0.
  0.         0.05      ]]"
4,[21.],[[[0 1 0 0 0]]],[[7.]],[4],[0.],[[0 0 0 0 0]],"[[0.19446503 1.         0.56486005 0.18609001 0.14997622 0.1045241
  0.48566687 0.07374279 0.         1.         0.         0.
  0.         0.06      ]]"
5,[24.],[[[0 1 0 0 0]]],[[8.]],[4],[0.],[[0 0 0 0 0]],"[[0.18993357 1.         0.49655193 0.17762952 0.14660436 0.10654762
  0.48653501 0.08268355 0.         0.         0.         0.
  1.         0.07      ]]"
6,[27.],[[[0 0 0 0 1]]],[[18.]],[2],[27.],[[0 0 0 0 0]],"[[ 0.18932949  1.         -0.70825386  0.05089605  0.06048102  0.09178558
   0.36125994  0.43557742  0.          0.          0.          1.
   0.          0.08      ]]"
7,[0.],[[[0 0 0 1 0]]],[[15.]],[0],[45.],[[0 0 0 0 0]],"[[ 0.47393996  0.93674684 -0.44020921  0.05840701  0.05317573  0.06835987
   0.46787053  0.35218686  0.          0.          0.          0.
   1.          0.09      ]]"
8,[0.],[[[0 0 0 0 1]]],[[20.]],[0],[60.],[[0 0 0 0 0]],"[[ 0.70782852  0.51701057 -0.43263492  0.04675123  0.03918985  0.05262455
   0.42104232  0.44039205  0.          0.          1.          0.
   0.          0.1       ]]"
9,[18.],[[[0 0 1 0 0]]],[[12.]],[2],[18.],[[0 0 0 0 0]],"[[ 0.69168246  0.99999851 -0.03038573  0.07807521  0.05331935  0.05246965
   0.6107505   0.2053853   0.          0.          1.          0.
   0.          0.11      ]]"
