,learner reward,learner action,learner action cont,adv action,adv reward,psudo reward,adv_state
0,[31.],[[[0 0 0 1 0]]],[[14.]],[3],[10.],[[0 0 0 0 0]],"[[ 0.20422946  1.         -0.33151421  0.0821504   0.08621924  0.10387976
   0.44105104  0.28669965  1.          0.          0.          0.
   0.          0.02      ]]"
1,[0.],[[[1 0 0 0 0]]],[[1.]],[0],[3.],[[0 0 0 0 0]],"[[0.01615405 0.67518282 0.25350294 0.16082881 0.17177889 0.15236498
  0.37546596 0.13956138 0.         0.         0.         1.
  0.         0.03      ]]"
2,[0.],[[[0 0 0 1 0]]],[[15.]],[0],[45.],[[0 0 0 0 0]],"[[0.22988018 0.73337185 0.37889403 0.16202    0.14199398 0.11480798
  0.45927495 0.12190319 0.         0.         0.         1.
  0.         0.04      ]]"
3,[0.],[[[0 0 0 1 0]]],[[14.]],[0],[42.],[[0 0 0 0 0]],"[[0.38981846 0.7878778  0.45140463 0.15638994 0.11871098 0.09059671
  0.52368283 0.11061952 0.         0.         0.         1.
  0.         0.05      ]]"
4,[0.],[[[0 0 0 1 0]]],[[16.]],[0],[48.],[[0 0 0 0 0]],"[[0.50304306 0.83346057 0.49013907 0.14912631 0.10249585 0.07559676
  0.56912446 0.10365658 0.         1.         0.         0.
  0.         0.06      ]]"
5,[15.],[[[0 1 0 0 0]]],[[7.]],[3],[5.],[[0 0 0 0 0]],"[[0.40866104 0.99999517 0.63613987 0.17340776 0.11786203 0.07800848
  0.56038225 0.07033957 0.         0.         0.         1.
  0.         0.07      ]]"
6,[19.],[[[0 0 0 1 0]]],[[13.]],[2],[19.],[[0 0 0 0 0]],"[[0.3981809  1.         0.00782587 0.10299483 0.08525977 0.08287708
  0.53991842 0.18894981 0.         0.         0.         0.
  1.         0.08      ]]"
7,[0.],[[[0 0 0 0 1]]],[[17.]],[0],[51.],[[0 0 0 0 0]],"[[ 0.67248929  0.65836287 -0.07646824  0.07706437  0.05782684  0.06135604
   0.53065079  0.27310205  0.          0.          0.          1.
   0.          0.09      ]]"
8,[0.],[[[0 0 0 1 0]]],[[14.]],[0],[42.],[[0 0 0 0 0]],"[[0.69939911 0.74510813 0.10910013 0.09174167 0.06280404 0.05873635
  0.58469301 0.20202495 0.         0.         0.         0.
  1.         0.1       ]]"
9,[25.],[[[0 0 0 0 1]]],[[17.]],[2],[25.],[[0 0 0 0 0]],"[[ 0.69794261  1.         -0.70703232  0.0332022   0.02769834  0.04120524
   0.44707784  0.45081636  0.          0.          0.          0.
   1.          0.11      ]]"
