,learner reward,learner action,learner action cont,adv action,adv reward,psudo reward,adv_state
0,[12.],[[[1 0 0 0 0]]],[[4.]],[4],[0.],[[0 0 0 0 0]],"[[0.08494303 0.99985707 0.56762904 0.19606359 0.17037125 0.11903048
  0.44469795 0.06983668 1.         0.         0.         0.
  0.         0.02      ]]"
1,[12.],[[[1 0 0 0 0]]],[[4.]],[4],[0.],[[0 0 0 0 0]],"[[-0.06250779  0.99995118  0.70728689  0.22589639  0.20848221  0.13448584
   0.38096094  0.0501747   1.          0.          0.          0.
   0.          0.03      ]]"
2,[9.],[[[1 0 0 0 0]]],[[3.]],[4],[0.],[[0 0 0 0 0]],"[[-0.3390941   0.99957854  0.83007348  0.25396764  0.2737301   0.16553752
   0.27419195  0.03257275  1.          0.          0.          0.
   0.          0.04      ]]"
3,[6.],[[[1 0 0 0 0]]],[[2.]],[4],[0.],[[0 0 0 0 0]],"[[-0.67688125  0.99612319  0.91578233  0.260645    0.34639809  0.20143756
   0.17151736  0.02000198  0.          1.          0.          0.
   0.          0.05      ]]"
4,[18.],[[[0 1 0 0 0]]],[[6.]],[4],[0.],[[0 0 0 0 0]],"[[-0.684515    0.99999964  0.71687543  0.23609777  0.33473164  0.21975909
   0.18037933  0.02903218  0.          0.          0.          1.
   0.          0.06      ]]"
5,[0.],[[[0 0 0 1 0]]],[[14.]],[0],[42.],[[0 0 0 0 0]],"[[-0.30465454  0.98636448  0.73556948  0.24051952  0.26111293  0.16737814
   0.29066959  0.04031983  0.          1.          0.          0.
   0.          0.07      ]]"
6,[24.],[[[0 1 0 0 0]]],[[8.]],[4],[0.],[[0 0 0 0 0]],"[[-0.30715111  1.          0.52161515  0.2121371   0.24545276  0.17900153
   0.30438167  0.05902689  0.          0.          0.          0.
   1.          0.08      ]]"
7,[27.],[[[0 0 0 0 1]]],[[18.]],[2],[27.],[[0 0 0 0 0]],"[[-0.30746651  1.         -0.70549774  0.06919543  0.11603061  0.17911638
   0.26196119  0.37369636  0.          0.          0.          1.
   0.          0.09      ]]"
8,[0.],[[[0 0 0 1 0]]],[[14.]],[0],[42.],[[0 0 0 0 0]],"[[ 0.0948438   0.94562614 -0.42936695  0.0782501   0.09224815  0.11935885
   0.3867394   0.32340348  0.          0.          0.          1.
   0.          0.1       ]]"
9,[0.],[[[0 0 0 1 0]]],[[13.]],[0],[39.],[[0 0 0 0 0]],"[[ 0.38667774  0.91109836 -0.17682377  0.08588044  0.07710657  0.08496132
   0.49515167  0.25690007  0.          0.          0.          0.
   1.          0.11      ]]"
