,learner reward,learner action,learner action cont,adv action,adv reward,psudo reward,adv_state
0,[29.],[[[0 0 0 1 0]]],[[13.]],[3],[9.],[[0 0 0 0 0]],"[[ 0.20411962  1.         -0.28964537  0.08620307  0.08934196  0.10492337
   0.44767129  0.27186027  0.          0.          0.          1.
   0.          0.02      ]]"
1,[0.],[[[0 0 0 1 0]]],[[14.]],[0],[42.],[[0 0 0 0 0]],"[[ 0.46542588  0.95490253 -0.06082681  0.09156136  0.07450659  0.07579919
   0.54152     0.21661288  0.          0.          0.          0.
   1.          0.03      ]]"
2,[0.],[[[0 0 0 0 1]]],[[20.]],[0],[60.],[[0 0 0 0 0]],"[[ 0.70067978  0.61605066 -0.13658971  0.07013727  0.05299165  0.05860387
   0.51579016  0.30247712  0.          0.          1.          0.
   0.          0.04      ]]"
3,[18.],[[[0 0 1 0 0]]],[[12.]],[2],[18.],[[0 0 0 0 0]],"[[0.68204653 0.99999887 0.06004784 0.08633832 0.05775831 0.05380157
  0.62117326 0.18092857 0.         0.         0.         0.
  1.         0.05      ]]"
4,[28.],[[[0 0 0 0 1]]],[[19.]],[2],[28.],[[0 0 0 0 0]],"[[ 0.68146092  1.         -0.74028796  0.03207013  0.02733542  0.04152603
   0.43422613  0.46484229  0.          0.          0.          1.
   0.          0.06      ]]"
5,[0.],[[[0 0 0 1 0]]],[[14.]],[0],[42.],[[0 0 0 0 0]],"[[ 0.77023268  0.92742515 -0.47747117  0.04279647  0.03213109  0.04184064
   0.51103717  0.37219465  0.          0.          0.          1.
   0.          0.07      ]]"
6,[0.],[[[0 0 0 1 0]]],[[13.]],[0],[39.],[[0 0 0 0 0]],"[[ 0.79913402  0.89684618 -0.23358321  0.0568513   0.03909571  0.04399533
   0.57331967  0.28673804  0.          0.          0.          0.
   1.          0.08      ]]"
7,[0.],[[[0 0 0 0 1]]],[[19.]],[0],[57.],[[0 0 0 0 0]],"[[ 0.8456918   0.53554499 -0.28869289  0.05073546  0.0368655   0.04498639
   0.48885676  0.37855583  0.          0.          0.          1.
   0.          0.09      ]]"
8,[0.],[[[0 0 0 1 0]]],[[14.]],[0],[42.],[[0 0 0 0 0]],"[[ 0.79628456  0.67213839 -0.05555595  0.07094374  0.04840774  0.05037925
   0.5648331   0.26543617  0.          0.          0.          0.
   1.          0.1       ]]"
9,[27.],[[[0 0 0 0 1]]],[[18.]],[2],[27.],[[0 0 0 0 0]],"[[ 0.79552406  1.         -0.75244117  0.02829237  0.02235979  0.03407368
   0.44659773  0.46867645  0.          0.          0.          0.
   1.          0.11      ]]"
