,learner reward,learner action,learner action cont,adv action,adv reward,psudo reward,adv_state
0,[25.],[[[0 0 0 0 1]]],[[17.]],[2],[25.],[[0 0 0 0 0]],"[[ 0.20353875  1.         -0.73447531  0.0484755   0.05749242  0.08861193
   0.35763994  0.44778016  0.          0.          0.          0.
   1.          0.02      ]]"
1,[0.],[[[0 0 0 0 1]]],[[19.]],[0],[57.],[[0 0 0 0 0]],"[[ 0.57503104  0.51312053 -0.67172682  0.03619356  0.0357929   0.05593332
   0.33257422  0.53950608  0.          0.          0.          1.
   0.          0.03      ]]"
2,[0.],[[[0 0 0 1 0]]],[[16.]],[0],[48.],[[0 0 0 0 0]],"[[ 0.6605612   0.61814624 -0.3659777   0.05402194  0.04496377  0.05727872
   0.45320749  0.39052811  0.          1.          0.          0.
   0.          0.04      ]]"
3,[0.],[[[0 1 0 0 0]]],[[7.]],[0],[21.],[[0 0 0 0 0]],"[[0.06966101 0.50790989 0.04651058 0.12981465 0.14695317 0.15101612
  0.35662022 0.21559583 1.         0.         0.         0.
  0.         0.05      ]]"
4,[0.],[[[1 0 0 0 0]]],[[4.]],[0],[12.],[[0 0 0 0 0]],"[[-0.14839964  0.44788736  0.56773931  0.21044128  0.23960242  0.18201987
   0.28372237  0.08421414  0.          1.          0.          0.
   0.          0.06      ]]"
5,[18.],[[[0 1 0 0 0]]],[[8.]],[3],[6.],[[0 0 0 0 0]],"[[-0.16512904  0.99999917  0.61247057  0.21875528  0.22311398  0.15310045
   0.34939513  0.05563519  0.          0.          1.          0.
   0.          0.07      ]]"
6,[36.],[[[0 0 1 0 0]]],[[12.]],[4],[0.],[[0 0 0 0 0]],"[[-0.16516547  1.         -0.24892779  0.11041265  0.14609979  0.16971099
   0.34854564  0.22523096  0.          0.          0.          0.
   1.          0.08      ]]"
7,[0.],[[[0 0 0 0 1]]],[[20.]],[0],[60.],[[0 0 0 0 0]],"[[ 0.37237328  0.64128369 -0.23961109  0.08000915  0.07795569  0.09263977
   0.42635122  0.32304415  0.          0.          0.          0.
   1.          0.09      ]]"
8,[0.],[[[0 0 0 0 1]]],[[19.]],[0],[57.],[[0 0 0 0 0]],"[[ 0.62803131  0.41163552 -0.29219002  0.06032672  0.05230022  0.06557988
   0.42109096  0.40070212  0.          0.          0.          0.
   1.          0.1       ]]"
9,[0.],[[[0 0 0 0 1]]],[[18.]],[0],[54.],[[0 0 0 0 0]],"[[ 0.73831022  0.2861985  -0.36412326  0.04891196  0.0411378   0.05460023
   0.39453328  0.46081677  0.          0.          0.          1.
   0.          0.11      ]]"
