,learner reward,learner action,learner action cont,adv action,adv reward,psudo reward,adv_state
0,[22.],[[[0 0 1 0 0]]],[[10.]],[3],[7.],[[0 0 0 0 0]],"[[0.20099612 1.         0.04717889 0.12208185 0.11453045 0.10949586
  0.48380846 0.17008336 1.         0.         0.         0.
  0.         0.02      ]]"
1,[0.],[[[1 0 0 0 0]]],[[1.]],[0],[3.],[[0 0 0 0 0]],"[[-0.02914901  0.75072438  0.52676028  0.20050511  0.20049955  0.14920805
   0.36735275  0.08243462  0.          0.          0.          1.
   0.          0.03      ]]"
2,[48.],[[[0 0 0 1 0]]],[[16.]],[4],[0.],[[0 0 0 0 0]],"[[-0.02914953  1.         -0.62018454  0.06670227  0.08983578  0.13025993
   0.33526734  0.37793469  0.          1.          0.          0.
   0.          0.04      ]]"
3,[0.],[[[0 1 0 0 0]]],[[8.]],[0],[24.],[[0 0 0 0 0]],"[[-0.14330614  0.59668624 -0.24304456  0.10551776  0.14855891  0.18148452
   0.28895986  0.27547896  0.          0.          0.          0.
   1.          0.05      ]]"
4,[0.],[[[0 0 0 0 1]]],[[18.]],[0],[54.],[[0 0 0 0 0]],"[[ 0.32813552  0.39170411 -0.26600879  0.07788885  0.08283816  0.10366651
   0.36190313  0.37370339  0.          0.          0.          1.
   0.          0.06      ]]"
5,[0.],[[[0 0 0 1 0]]],[[13.]],[0],[39.],[[0 0 0 0 0]],"[[ 0.45493534  0.53319883 -0.01378158  0.09785123  0.08588473  0.08994091
   0.4630394   0.26328376  0.          0.          0.          0.
   1.          0.07      ]]"
6,[27.],[[[0 0 0 0 1]]],[[18.]],[2],[27.],[[0 0 0 0 0]],"[[ 0.45438311  1.         -0.75648999  0.0383064   0.03841933  0.05945174
   0.39455882  0.46926367  0.          0.          0.          0.
   1.          0.08      ]]"
7,[0.],[[[0 0 0 0 1]]],[[19.]],[0],[57.],[[0 0 0 0 0]],"[[ 0.70481247  0.48202074 -0.69814223  0.03076367  0.02819364  0.04474499
   0.33566526  0.56063241  0.          0.          0.          0.
   1.          0.09      ]]"
8,[0.],[[[0 0 0 0 1]]],[[20.]],[0],[60.],[[0 0 0 0 0]],"[[ 0.79040515  0.23420101 -0.66277659  0.02857905  0.0256314   0.04103944
   0.30520561  0.59954453  0.          0.          0.          0.
   1.          0.1       ]]"
9,[0.],[[[0 0 0 0 1]]],[[19.]],[0],[57.],[[0 0 0 0 0]],"[[ 0.81738287  0.12826142 -0.64541203  0.02798743  0.02501957  0.04017078
   0.29207012  0.61475211  0.          0.          0.          0.
   1.          0.11      ]]"
