,learner reward,learner action,learner action cont,adv action,adv reward,psudo reward,adv_state
0,[29.],[[[0 0 0 1 0]]],[[13.]],[3],[9.],[[0 0 0 0 0]],"[[ 0.20411962  1.         -0.28964537  0.08620307  0.08934196  0.10492337
   0.44767129  0.27186027  1.          0.          0.          0.
   0.          0.02      ]]"
1,[0.],[[[1 0 0 0 0]]],[[0.001]],[0],[0.],[[0 0 0 0 0]],"[[0.01119053 0.68368626 0.28633714 0.16551198 0.17534791 0.15229355
  0.37544864 0.13139796 0.         0.         0.         1.
  0.         0.03      ]]"
2,[0.],[[[0 0 0 1 0]]],[[15.]],[0],[45.],[[0 0 0 0 0]],"[[0.22483206 0.74030119 0.4018046  0.16537794 0.14424673 0.11492156
  0.45875296 0.11670077 0.         0.         0.         1.
  0.         0.04      ]]"
3,[0.],[[[0 0 0 1 0]]],[[14.]],[0],[42.],[[0 0 0 0 0]],"[[0.3853986  0.79313809 0.46684879 0.15867274 0.12012789 0.09076713
  0.52308393 0.10734827 0.         0.         0.         1.
  0.         0.05      ]]"
4,[24.],[[[0 0 0 1 0]]],[[16.]],[2],[24.],[[0 0 0 0 0]],"[[ 0.38357481  1.         -0.14858767  0.0886427   0.07771547  0.08316649
   0.51628327  0.23419207  1.          0.          0.          0.
   0.          0.06      ]]"
5,[0.],[[[1 0 0 0 0]]],[[0.001]],[0],[0.],[[0 0 0 0 0]],"[[0.08126377 0.70516491 0.38816836 0.17467794 0.17020446 0.13813728
  0.4028708  0.11410958 0.         0.         1.         0.
  0.         0.07      ]]"
6,[33.],[[[0 0 1 0 0]]],[[11.]],[4],[0.],[[0 0 0 0 0]],"[[ 0.08115523  1.         -0.1913313   0.10362133  0.11354992  0.12616129
   0.42636558  0.2303018   1.          0.          0.          0.
   0.          0.08      ]]"
7,[0.],[[[1 0 0 0 0]]],[[0.001]],[0],[0.],[[0 0 0 0 0]],"[[-0.05914782  0.70957208  0.36323997  0.17986542  0.19451375  0.16104469
   0.35508883  0.10948733  0.          0.          0.          1.
   0.          0.09      ]]"
8,[0.],[[[0 0 0 1 0]]],[[13.]],[0],[39.],[[0 0 0 0 0]],"[[0.16804674 0.75864351 0.45851734 0.17737329 0.1576339  0.12126678
  0.44123903 0.10248697 0.         0.         0.         1.
  0.         0.1       ]]"
9,[0.],[[[0 0 0 1 0]]],[[13.]],[0],[39.],[[0 0 0 0 0]],"[[0.34241331 0.80541635 0.50766075 0.16781685 0.1289877  0.09505643
  0.50995266 0.09818639 0.         0.         0.         1.
  0.         0.11      ]]"
