,r1,r2,rnn action,adv action,adv reward,real model action
0,1.0,0.0,[[1 0]],[1],[0.],
1,1.0,0.0,[[1 0]],[1],[1.],
2,1.0,0.0,[[1 0]],[1],[1.],
3,0.0,0.0,[[0 1]],[0],[1.],
4,1.0,0.0,[[1 0]],[1],[0.],
5,1.0,0.0,[[1 0]],[1],[1.],
6,1.0,0.0,[[1 0]],[1],[1.],
7,1.0,0.0,[[1 0]],[1],[1.],
8,0.0,0.0,[[1 0]],[0],[1.],
9,0.0,1.0,[[1 0]],[2],[1.],
10,0.0,1.0,[[1 0]],[2],[1.],
11,0.0,1.0,[[1 0]],[2],[1.],
12,0.0,1.0,[[1 0]],[2],[1.],
13,0.0,1.0,[[1 0]],[2],[1.],
14,0.0,1.0,[[1 0]],[2],[1.],
15,0.0,1.0,[[1 0]],[2],[1.],
16,0.0,1.0,[[1 0]],[2],[1.],
17,0.0,1.0,[[0 1]],[2],[1.],
18,1.0,0.0,[[1 0]],[1],[0.],
19,1.0,1.0,[[1 0]],[3],[1.],
20,0.0,0.0,[[1 0]],[0],[1.],
21,0.0,1.0,[[1 0]],[2],[1.],
22,0.0,1.0,[[0 1]],[2],[1.],
23,1.0,0.0,[[1 0]],[1],[0.],
24,1.0,1.0,[[0 1]],[3],[1.],
25,1.0,0.0,[[1 0]],[1],[0.],
26,1.0,0.0,[[0 1]],[1],[1.],
27,1.0,0.0,[[1 0]],[1],[0.],
28,1.0,0.0,[[1 0]],[1],[1.],
29,1.0,0.0,[[1 0]],[1],[1.],
30,0.0,0.0,[[1 0]],[0],[1.],
31,1.0,1.0,[[1 0]],[3],[1.],
32,0.0,0.0,[[1 0]],[0],[1.],
33,1.0,1.0,[[1 0]],[3],[1.],
34,0.0,0.0,[[1 0]],[0],[1.],
35,0.0,1.0,[[1 0]],[2],[1.],
36,0.0,1.0,[[0 1]],[2],[1.],
37,1.0,0.0,[[1 0]],[1],[0.],
38,1.0,1.0,[[1 0]],[3],[1.],
39,0.0,0.0,[[1 0]],[0],[1.],
40,1.0,0.0,[[1 0]],[1],[1.],
41,0.0,0.0,[[1 0]],[0],[1.],
42,0.0,1.0,[[1 0]],[2],[1.],
43,0.0,1.0,[[1 0]],[2],[1.],
44,0.0,1.0,[[1 0]],[2],[1.],
45,0.0,1.0,[[1 0]],[2],[1.],
46,0.0,1.0,[[1 0]],[2],[1.],
47,0.0,1.0,[[1 0]],[2],[1.],
48,0.0,1.0,[[1 0]],[2],[1.],
49,0.0,0.0,[[1 0]],[2],[1.],
50,0.0,0.0,[[1 0]],[2],[1.],
51,0.0,0.0,[[1 0]],[2],[1.],
52,0.0,0.0,[[1 0]],[2],[1.],
53,0.0,0.0,[[1 0]],[2],[1.],
54,0.0,0.0,[[1 0]],[2],[1.],
55,0.0,0.0,[[1 0]],[2],[1.],
56,0.0,0.0,[[1 0]],[2],[1.],
57,0.0,0.0,[[1 0]],[2],[1.],
58,0.0,0.0,[[0 1]],[2],[1.],
59,1.0,0.0,[[1 0]],[1],[0.],
60,1.0,0.0,[[1 0]],[1],[1.],
61,1.0,0.0,[[1 0]],[3],[1.],
62,0.0,0.0,[[1 0]],[2],[1.],
63,0.0,0.0,[[1 0]],[2],[1.],
64,0.0,0.0,[[1 0]],[2],[1.],
65,0.0,0.0,[[1 0]],[2],[1.],
66,0.0,0.0,[[1 0]],[2],[1.],
67,0.0,0.0,[[1 0]],[2],[1.],
68,0.0,0.0,[[1 0]],[2],[1.],
69,0.0,0.0,[[1 0]],[2],[1.],
70,0.0,0.0,[[1 0]],[2],[1.],
71,0.0,0.0,[[1 0]],[2],[1.],
72,0.0,0.0,[[0 1]],[2],[1.],
73,1.0,0.0,[[1 0]],[1],[0.],
74,0.0,0.0,[[0 1]],[0],[1.],
75,0.0,0.0,[[0 1]],[1],[0.],
76,0.0,0.0,[[1 0]],[1],[0.],
77,0.0,0.0,[[1 0]],[3],[1.],
78,0.0,0.0,[[1 0]],[3],[1.],
79,0.0,0.0,[[0 1]],[3],[1.],
80,0.0,0.0,[[0 1]],[3],[0.],
81,0.0,0.0,[[1 0]],[3],[0.],
82,0.0,0.0,[[0 1]],[3],[1.],
83,0.0,0.0,[[0 1]],[3],[0.],
84,0.0,0.0,[[0 1]],[3],[0.],
85,0.0,0.0,[[1 0]],[3],[0.],
86,0.0,0.0,[[0 1]],[3],[1.],
87,0.0,0.0,[[0 1]],[3],[0.],
88,0.0,0.0,[[0 1]],[3],[0.],
89,0.0,0.0,[[1 0]],[3],[0.],
90,0.0,0.0,[[1 0]],[3],[1.],
91,0.0,0.0,[[0 1]],[3],[1.],
92,0.0,0.0,[[0 1]],[3],[0.],
93,0.0,0.0,[[0 1]],[3],[0.],
94,0.0,0.0,[[0 1]],[3],[0.],
95,0.0,0.0,[[0 1]],[3],[0.],
96,0.0,0.0,[[1 0]],[3],[0.],
97,0.0,0.0,[[0 1]],[3],[1.],
98,0.0,0.0,[[0 1]],[3],[0.],
99,0.0,0.0,[[0 1]],[3],[0.],
