,r1,r2,rnn action,adv action,adv reward,real model action
0,1.0,0.0,[[1 0]],[1],[0.],
1,1.0,0.0,[[0 1]],[1],[1.],
2,0.0,0.0,[[1 0]],[0],[0.],
3,1.0,0.0,[[0 1]],[1],[1.],
4,0.0,0.0,[[0 1]],[0],[0.],
5,0.0,0.0,[[1 0]],[0],[0.],
6,1.0,0.0,[[0 1]],[1],[1.],
7,1.0,0.0,[[1 0]],[1],[0.],
8,1.0,0.0,[[0 1]],[1],[1.],
9,1.0,0.0,[[0 1]],[1],[0.],
10,0.0,0.0,[[1 0]],[0],[0.],
11,1.0,0.0,[[0 1]],[1],[1.],
12,1.0,0.0,[[0 1]],[1],[0.],
13,0.0,0.0,[[0 1]],[0],[0.],
14,0.0,0.0,[[1 0]],[0],[0.],
15,1.0,0.0,[[0 1]],[1],[1.],
16,0.0,0.0,[[0 1]],[0],[0.],
17,0.0,0.0,[[1 0]],[0],[0.],
18,1.0,0.0,[[1 0]],[1],[1.],
19,1.0,0.0,[[1 0]],[1],[1.],
20,1.0,0.0,[[1 0]],[1],[1.],
21,1.0,0.0,[[1 0]],[1],[1.],
22,0.0,1.0,[[0 1]],[2],[1.],
23,1.0,0.0,[[1 0]],[1],[0.],
24,1.0,0.0,[[1 0]],[1],[1.],
25,1.0,0.0,[[0 1]],[1],[1.],
26,1.0,0.0,[[1 0]],[1],[0.],
27,1.0,0.0,[[0 1]],[1],[1.],
28,1.0,0.0,[[1 0]],[1],[0.],
29,1.0,0.0,[[1 0]],[1],[1.],
30,0.0,1.0,[[1 0]],[2],[1.],
31,0.0,1.0,[[1 0]],[2],[1.],
32,0.0,1.0,[[1 0]],[2],[1.],
33,0.0,1.0,[[1 0]],[2],[1.],
34,0.0,1.0,[[1 0]],[2],[1.],
35,0.0,1.0,[[1 0]],[2],[1.],
36,0.0,1.0,[[1 0]],[2],[1.],
37,0.0,1.0,[[1 0]],[2],[1.],
38,0.0,1.0,[[1 0]],[2],[1.],
39,0.0,1.0,[[1 0]],[2],[1.],
40,0.0,1.0,[[1 0]],[2],[1.],
41,0.0,1.0,[[1 0]],[2],[1.],
42,0.0,1.0,[[1 0]],[2],[1.],
43,0.0,1.0,[[1 0]],[2],[1.],
44,0.0,1.0,[[1 0]],[2],[1.],
45,0.0,1.0,[[1 0]],[2],[1.],
46,0.0,1.0,[[1 0]],[2],[1.],
47,0.0,1.0,[[1 0]],[2],[1.],
48,0.0,1.0,[[1 0]],[2],[1.],
49,0.0,1.0,[[1 0]],[2],[1.],
50,0.0,1.0,[[0 1]],[2],[1.],
51,1.0,0.0,[[1 0]],[1],[0.],
52,1.0,1.0,[[1 0]],[3],[1.],
53,0.0,0.0,[[1 0]],[0],[1.],
54,1.0,1.0,[[1 0]],[3],[1.],
55,0.0,0.0,[[1 0]],[0],[1.],
56,0.0,1.0,[[1 0]],[2],[1.],
57,0.0,0.0,[[1 0]],[2],[1.],
58,0.0,0.0,[[1 0]],[2],[1.],
59,0.0,0.0,[[1 0]],[2],[1.],
60,0.0,0.0,[[1 0]],[2],[1.],
61,0.0,0.0,[[1 0]],[2],[1.],
62,0.0,0.0,[[1 0]],[2],[1.],
63,0.0,0.0,[[1 0]],[2],[1.],
64,1.0,0.0,[[1 0]],[3],[1.],
65,0.0,0.0,[[1 0]],[2],[1.],
66,0.0,0.0,[[1 0]],[3],[1.],
67,0.0,0.0,[[1 0]],[3],[1.],
68,0.0,0.0,[[1 0]],[3],[1.],
69,0.0,0.0,[[1 0]],[3],[1.],
70,0.0,0.0,[[1 0]],[3],[1.],
71,0.0,0.0,[[1 0]],[3],[1.],
72,0.0,0.0,[[1 0]],[3],[1.],
73,0.0,0.0,[[1 0]],[3],[1.],
74,0.0,0.0,[[1 0]],[3],[1.],
75,0.0,0.0,[[1 0]],[3],[1.],
76,0.0,0.0,[[0 1]],[3],[1.],
77,0.0,0.0,[[1 0]],[3],[0.],
78,0.0,0.0,[[0 1]],[3],[1.],
79,0.0,0.0,[[1 0]],[1],[0.],
80,0.0,0.0,[[0 1]],[3],[1.],
81,0.0,0.0,[[1 0]],[3],[0.],
82,0.0,0.0,[[1 0]],[3],[1.],
83,0.0,0.0,[[0 1]],[3],[1.],
84,0.0,0.0,[[0 1]],[3],[0.],
85,0.0,0.0,[[0 1]],[1],[0.],
86,0.0,0.0,[[0 1]],[1],[0.],
87,0.0,0.0,[[1 0]],[3],[0.],
88,0.0,0.0,[[1 0]],[3],[1.],
89,0.0,0.0,[[0 1]],[1],[1.],
90,0.0,0.0,[[1 0]],[3],[0.],
91,0.0,0.0,[[0 1]],[1],[1.],
92,0.0,0.0,[[1 0]],[1],[0.],
93,0.0,0.0,[[0 1]],[1],[1.],
94,0.0,0.0,[[0 1]],[1],[0.],
95,0.0,0.0,[[0 1]],[1],[0.],
96,0.0,0.0,[[1 0]],[3],[0.],
97,0.0,0.0,[[1 0]],[1],[1.],
98,0.0,0.0,[[0 1]],[1],[1.],
99,0.0,0.0,[[0 1]],[1],[0.],
