,r1,r2,rnn action,adv action,adv reward,real model action
0,1.0,0.0,[[1 0]],[1],[0.],
1,1.0,0.0,[[0 1]],[1],[1.],
2,0.0,0.0,[[1 0]],[0],[0.],
3,1.0,0.0,[[0 1]],[1],[1.],
4,0.0,0.0,[[1 0]],[0],[0.],
5,1.0,0.0,[[0 1]],[1],[1.],
6,1.0,0.0,[[1 0]],[1],[0.],
7,1.0,0.0,[[0 1]],[1],[1.],
8,0.0,0.0,[[0 1]],[0],[0.],
9,0.0,0.0,[[1 0]],[0],[0.],
10,1.0,0.0,[[0 1]],[1],[1.],
11,1.0,0.0,[[0 1]],[1],[0.],
12,0.0,0.0,[[1 0]],[0],[0.],
13,1.0,0.0,[[0 1]],[1],[1.],
14,1.0,0.0,[[0 1]],[1],[0.],
15,0.0,0.0,[[0 1]],[0],[0.],
16,0.0,0.0,[[0 1]],[0],[0.],
17,0.0,0.0,[[1 0]],[0],[0.],
18,1.0,0.0,[[0 1]],[1],[1.],
19,1.0,0.0,[[0 1]],[1],[0.],
20,0.0,0.0,[[1 0]],[0],[0.],
21,1.0,0.0,[[0 1]],[1],[1.],
22,1.0,0.0,[[0 1]],[1],[0.],
23,0.0,0.0,[[0 1]],[0],[0.],
24,0.0,0.0,[[1 0]],[0],[0.],
25,1.0,0.0,[[1 0]],[1],[1.],
26,1.0,0.0,[[1 0]],[1],[1.],
27,1.0,0.0,[[1 0]],[1],[1.],
28,1.0,1.0,[[1 0]],[3],[1.],
29,0.0,1.0,[[1 0]],[2],[1.],
30,0.0,1.0,[[1 0]],[2],[1.],
31,0.0,1.0,[[1 0]],[2],[1.],
32,0.0,1.0,[[1 0]],[2],[1.],
33,0.0,1.0,[[0 1]],[2],[1.],
34,1.0,0.0,[[1 0]],[1],[0.],
35,1.0,0.0,[[1 0]],[1],[1.],
36,0.0,1.0,[[1 0]],[2],[1.],
37,0.0,1.0,[[1 0]],[2],[1.],
38,0.0,1.0,[[1 0]],[2],[1.],
39,0.0,1.0,[[1 0]],[2],[1.],
40,0.0,1.0,[[1 0]],[2],[1.],
41,0.0,1.0,[[1 0]],[2],[1.],
42,0.0,1.0,[[1 0]],[2],[1.],
43,0.0,1.0,[[1 0]],[2],[1.],
44,0.0,1.0,[[1 0]],[2],[1.],
45,0.0,1.0,[[1 0]],[2],[1.],
46,0.0,1.0,[[1 0]],[2],[1.],
47,0.0,1.0,[[1 0]],[2],[1.],
48,0.0,1.0,[[1 0]],[2],[1.],
49,0.0,1.0,[[1 0]],[2],[1.],
50,0.0,1.0,[[1 0]],[2],[1.],
51,0.0,1.0,[[1 0]],[2],[1.],
52,0.0,1.0,[[1 0]],[2],[1.],
53,0.0,1.0,[[1 0]],[2],[1.],
54,0.0,1.0,[[1 0]],[2],[1.],
55,0.0,0.0,[[1 0]],[2],[1.],
56,0.0,0.0,[[1 0]],[2],[1.],
57,0.0,0.0,[[1 0]],[2],[1.],
58,0.0,0.0,[[1 0]],[2],[1.],
59,0.0,0.0,[[1 0]],[2],[1.],
60,0.0,0.0,[[1 0]],[2],[1.],
61,0.0,0.0,[[1 0]],[2],[1.],
62,0.0,0.0,[[1 0]],[2],[1.],
63,0.0,0.0,[[1 0]],[2],[1.],
64,0.0,0.0,[[0 1]],[2],[1.],
65,1.0,0.0,[[1 0]],[1],[0.],
66,1.0,0.0,[[1 0]],[1],[1.],
67,1.0,0.0,[[1 0]],[3],[1.],
68,0.0,0.0,[[1 0]],[2],[1.],
69,0.0,0.0,[[1 0]],[2],[1.],
70,0.0,0.0,[[1 0]],[2],[1.],
71,0.0,0.0,[[1 0]],[2],[1.],
72,0.0,0.0,[[1 0]],[2],[1.],
73,0.0,0.0,[[1 0]],[2],[1.],
74,0.0,0.0,[[0 1]],[2],[1.],
75,1.0,0.0,[[1 0]],[1],[0.],
76,1.0,0.0,[[0 1]],[1],[1.],
77,0.0,0.0,[[0 1]],[1],[0.],
78,0.0,0.0,[[1 0]],[1],[0.],
79,0.0,0.0,[[1 0]],[3],[1.],
80,0.0,0.0,[[1 0]],[3],[1.],
81,0.0,0.0,[[1 0]],[3],[1.],
82,0.0,0.0,[[1 0]],[3],[1.],
83,0.0,0.0,[[0 1]],[3],[1.],
84,0.0,0.0,[[1 0]],[1],[0.],
85,0.0,0.0,[[0 1]],[1],[1.],
86,0.0,0.0,[[1 0]],[1],[0.],
87,0.0,0.0,[[0 1]],[1],[1.],
88,0.0,0.0,[[1 0]],[1],[0.],
89,0.0,0.0,[[0 1]],[1],[1.],
90,0.0,0.0,[[1 0]],[1],[0.],
91,0.0,0.0,[[1 0]],[1],[1.],
92,0.0,0.0,[[1 0]],[1],[1.],
93,0.0,0.0,[[1 0]],[3],[1.],
94,0.0,0.0,[[1 0]],[3],[1.],
95,0.0,0.0,[[1 0]],[3],[1.],
96,0.0,0.0,[[0 1]],[3],[1.],
97,0.0,0.0,[[1 0]],[3],[0.],
98,0.0,0.0,[[1 0]],[3],[1.],
99,0.0,0.0,[[1 0]],[3],[1.],
