,adv action,condition,git,investment,repay
0,[2],"""adv""","('644a2f6ca9ee7e9393d0632bffcb05fe8e280b8a', 'vec')",11,[16.5]
1,[2],"""adv""","('644a2f6ca9ee7e9393d0632bffcb05fe8e280b8a', 'vec')",12,[18.]
2,[2],"""adv""","('644a2f6ca9ee7e9393d0632bffcb05fe8e280b8a', 'vec')",15,[22.5]
3,[2],"""adv""","('644a2f6ca9ee7e9393d0632bffcb05fe8e280b8a', 'vec')",16,[24.]
4,[2],"""adv""","('644a2f6ca9ee7e9393d0632bffcb05fe8e280b8a', 'vec')",20,[30.]
5,[1],"""adv""","('644a2f6ca9ee7e9393d0632bffcb05fe8e280b8a', 'vec')",17,[12.75]
6,[2],"""adv""","('644a2f6ca9ee7e9393d0632bffcb05fe8e280b8a', 'vec')",12,[18.]
7,[1],"""adv""","('644a2f6ca9ee7e9393d0632bffcb05fe8e280b8a', 'vec')",15,[11.25]
8,[1],"""adv""","('644a2f6ca9ee7e9393d0632bffcb05fe8e280b8a', 'vec')",8,[6.]
9,[1],"""adv""","('644a2f6ca9ee7e9393d0632bffcb05fe8e280b8a', 'vec')",4,[3.]
