,r1,r2,rnn action,adv action,adv reward,real model action
0,1.0,0.0,[[1 0]],[1],[0.],
1,1.0,0.0,[[1 0]],[1],[1.],
2,1.0,0.0,[[1 0]],[1],[1.],
3,0.0,0.0,[[0 1]],[0],[1.],
4,1.0,0.0,[[0 1]],[1],[0.],
5,1.0,0.0,[[1 0]],[1],[0.],
6,1.0,0.0,[[0 1]],[1],[1.],
7,1.0,0.0,[[1 0]],[1],[0.],
8,1.0,0.0,[[0 1]],[1],[1.],
9,1.0,0.0,[[0 1]],[1],[0.],
10,1.0,0.0,[[1 0]],[1],[0.],
11,1.0,0.0,[[0 1]],[1],[1.],
12,1.0,0.0,[[0 1]],[1],[0.],
13,1.0,0.0,[[0 1]],[1],[0.],
14,1.0,0.0,[[1 0]],[1],[0.],
15,1.0,0.0,[[1 0]],[1],[1.],
16,1.0,0.0,[[0 1]],[1],[1.],
17,1.0,0.0,[[0 1]],[1],[0.],
18,1.0,0.0,[[1 0]],[1],[0.],
19,1.0,0.0,[[1 0]],[1],[1.],
20,1.0,0.0,[[1 0]],[1],[1.],
21,1.0,0.0,[[1 0]],[1],[1.],
22,0.0,1.0,[[1 0]],[2],[1.],
23,0.0,1.0,[[1 0]],[2],[1.],
24,0.0,1.0,[[1 0]],[2],[1.],
25,0.0,1.0,[[1 0]],[2],[1.],
26,0.0,1.0,[[1 0]],[2],[1.],
27,0.0,1.0,[[1 0]],[2],[1.],
28,0.0,1.0,[[1 0]],[2],[1.],
29,0.0,1.0,[[1 0]],[2],[1.],
30,0.0,1.0,[[1 0]],[2],[1.],
31,0.0,1.0,[[1 0]],[2],[1.],
32,0.0,1.0,[[1 0]],[2],[1.],
33,0.0,1.0,[[1 0]],[2],[1.],
34,0.0,1.0,[[0 1]],[2],[1.],
35,1.0,0.0,[[1 0]],[1],[0.],
36,1.0,1.0,[[0 1]],[3],[1.],
37,1.0,0.0,[[0 1]],[1],[0.],
38,1.0,0.0,[[1 0]],[1],[0.],
39,0.0,0.0,[[0 1]],[0],[1.],
40,0.0,0.0,[[1 0]],[0],[0.],
41,0.0,0.0,[[0 1]],[0],[1.],
42,0.0,1.0,[[1 0]],[2],[0.],
43,0.0,0.0,[[0 1]],[0],[1.],
44,0.0,0.0,[[1 0]],[0],[0.],
45,0.0,0.0,[[1 0]],[0],[1.],
46,0.0,1.0,[[0 1]],[3],[1.],
47,0.0,0.0,[[1 0]],[0],[0.],
48,0.0,0.0,[[1 0]],[0],[1.],
49,0.0,0.0,[[1 0]],[0],[1.],
50,0.0,1.0,[[0 1]],[3],[1.],
51,0.0,0.0,[[1 0]],[0],[0.],
52,0.0,0.0,[[1 0]],[0],[1.],
53,0.0,0.0,[[0 1]],[0],[1.],
54,0.0,0.0,[[1 0]],[0],[0.],
55,0.0,1.0,[[0 1]],[3],[1.],
56,0.0,0.0,[[0 1]],[0],[0.],
57,0.0,0.0,[[1 0]],[0],[0.],
58,0.0,1.0,[[1 0]],[3],[1.],
59,0.0,1.0,[[1 0]],[3],[1.],
60,0.0,1.0,[[0 1]],[3],[1.],
61,0.0,1.0,[[1 0]],[3],[0.],
62,0.0,1.0,[[1 0]],[3],[1.],
63,0.0,1.0,[[0 1]],[3],[1.],
64,0.0,0.0,[[0 1]],[1],[0.],
65,0.0,1.0,[[1 0]],[3],[0.],
66,0.0,0.0,[[1 0]],[1],[1.],
67,0.0,0.0,[[0 1]],[1],[1.],
68,0.0,0.0,[[0 1]],[1],[0.],
69,0.0,0.0,[[1 0]],[3],[0.],
70,0.0,0.0,[[1 0]],[1],[1.],
71,0.0,0.0,[[0 1]],[1],[1.],
72,0.0,0.0,[[0 1]],[1],[0.],
73,0.0,0.0,[[1 0]],[3],[0.],
74,0.0,0.0,[[1 0]],[1],[1.],
75,0.0,0.0,[[0 1]],[1],[1.],
76,0.0,0.0,[[0 1]],[1],[0.],
77,0.0,0.0,[[0 1]],[1],[0.],
78,0.0,0.0,[[1 0]],[3],[0.],
79,0.0,0.0,[[0 1]],[1],[1.],
80,0.0,0.0,[[0 1]],[1],[0.],
81,0.0,0.0,[[0 1]],[3],[0.],
82,0.0,0.0,[[0 1]],[3],[0.],
83,0.0,0.0,[[0 1]],[3],[0.],
84,0.0,0.0,[[1 0]],[3],[0.],
85,0.0,0.0,[[1 0]],[1],[1.],
86,0.0,0.0,[[0 1]],[1],[1.],
87,0.0,0.0,[[0 1]],[1],[0.],
88,0.0,0.0,[[1 0]],[1],[0.],
89,0.0,0.0,[[0 1]],[1],[1.],
90,0.0,0.0,[[1 0]],[1],[0.],
91,0.0,0.0,[[0 1]],[1],[1.],
92,0.0,0.0,[[0 1]],[1],[0.],
93,0.0,0.0,[[0 1]],[3],[0.],
94,0.0,0.0,[[1 0]],[3],[0.],
95,0.0,0.0,[[1 0]],[3],[1.],
96,0.0,0.0,[[0 1]],[1],[1.],
97,0.0,0.0,[[1 0]],[3],[0.],
98,0.0,0.0,[[0 1]],[3],[1.],
99,0.0,0.0,[[0 1]],[3],[0.],
