,r1,r2,rnn action,adv action,adv reward,real model action
0,1.0,0.0,[[0 1]],[1],[0.],
1,1.0,0.0,[[1 0]],[1],[0.],
2,1.0,0.0,[[1 0]],[1],[1.],
3,1.0,0.0,[[0 1]],[1],[1.],
4,1.0,0.0,[[0 1]],[1],[0.],
5,1.0,0.0,[[1 0]],[1],[0.],
6,1.0,0.0,[[0 1]],[1],[1.],
7,1.0,0.0,[[1 0]],[1],[0.],
8,1.0,0.0,[[1 0]],[1],[1.],
9,1.0,1.0,[[1 0]],[3],[1.],
10,0.0,0.0,[[1 0]],[0],[1.],
11,1.0,0.0,[[1 0]],[1],[1.],
12,0.0,1.0,[[1 0]],[2],[1.],
13,0.0,1.0,[[1 0]],[2],[1.],
14,0.0,1.0,[[1 0]],[2],[1.],
15,0.0,1.0,[[1 0]],[2],[1.],
16,0.0,1.0,[[0 1]],[2],[1.],
17,1.0,0.0,[[0 1]],[1],[0.],
18,1.0,0.0,[[1 0]],[1],[0.],
19,1.0,0.0,[[1 0]],[1],[1.],
20,1.0,1.0,[[1 0]],[3],[1.],
21,0.0,0.0,[[1 0]],[0],[1.],
22,0.0,1.0,[[1 0]],[2],[1.],
23,0.0,1.0,[[1 0]],[2],[1.],
24,0.0,1.0,[[1 0]],[2],[1.],
25,0.0,1.0,[[1 0]],[2],[1.],
26,0.0,1.0,[[1 0]],[2],[1.],
27,0.0,1.0,[[1 0]],[2],[1.],
28,0.0,1.0,[[1 0]],[2],[1.],
29,0.0,1.0,[[0 1]],[2],[1.],
30,1.0,0.0,[[1 0]],[1],[0.],
31,1.0,1.0,[[1 0]],[3],[1.],
32,0.0,0.0,[[1 0]],[0],[1.],
33,1.0,1.0,[[1 0]],[3],[1.],
34,0.0,0.0,[[1 0]],[0],[1.],
35,0.0,1.0,[[1 0]],[2],[1.],
36,0.0,1.0,[[0 1]],[2],[1.],
37,1.0,0.0,[[1 0]],[1],[0.],
38,1.0,1.0,[[1 0]],[3],[1.],
39,0.0,0.0,[[1 0]],[0],[1.],
40,1.0,0.0,[[0 1]],[1],[1.],
41,1.0,0.0,[[1 0]],[1],[0.],
42,1.0,0.0,[[1 0]],[1],[1.],
43,1.0,1.0,[[1 0]],[3],[1.],
44,0.0,1.0,[[1 0]],[2],[1.],
45,0.0,1.0,[[1 0]],[2],[1.],
46,0.0,1.0,[[1 0]],[2],[1.],
47,0.0,1.0,[[1 0]],[2],[1.],
48,0.0,0.0,[[1 0]],[2],[1.],
49,0.0,0.0,[[1 0]],[2],[1.],
50,0.0,0.0,[[1 0]],[2],[1.],
51,0.0,0.0,[[1 0]],[2],[1.],
52,0.0,0.0,[[1 0]],[2],[1.],
53,0.0,0.0,[[1 0]],[2],[1.],
54,0.0,0.0,[[1 0]],[2],[1.],
55,0.0,0.0,[[1 0]],[2],[1.],
56,0.0,0.0,[[1 0]],[2],[1.],
57,0.0,0.0,[[1 0]],[2],[1.],
58,0.0,0.0,[[1 0]],[2],[1.],
59,0.0,0.0,[[1 0]],[2],[1.],
60,0.0,0.0,[[1 0]],[2],[1.],
61,0.0,0.0,[[1 0]],[2],[1.],
62,0.0,0.0,[[1 0]],[2],[1.],
63,0.0,0.0,[[1 0]],[2],[1.],
64,0.0,0.0,[[1 0]],[2],[1.],
65,0.0,0.0,[[0 1]],[2],[1.],
66,1.0,0.0,[[1 0]],[1],[0.],
67,0.0,0.0,[[1 0]],[0],[1.],
68,0.0,0.0,[[1 0]],[3],[1.],
69,0.0,0.0,[[0 1]],[3],[1.],
70,0.0,0.0,[[1 0]],[3],[0.],
71,0.0,0.0,[[0 1]],[3],[1.],
72,0.0,0.0,[[0 1]],[3],[0.],
73,0.0,0.0,[[1 0]],[3],[0.],
74,0.0,0.0,[[1 0]],[3],[1.],
75,0.0,0.0,[[0 1]],[3],[1.],
76,0.0,0.0,[[1 0]],[3],[0.],
77,0.0,0.0,[[0 1]],[3],[1.],
78,0.0,0.0,[[1 0]],[3],[0.],
79,0.0,0.0,[[1 0]],[3],[1.],
80,0.0,0.0,[[0 1]],[3],[1.],
81,0.0,0.0,[[1 0]],[3],[0.],
82,0.0,0.0,[[1 0]],[3],[1.],
83,0.0,0.0,[[1 0]],[3],[1.],
84,0.0,0.0,[[1 0]],[3],[1.],
85,0.0,0.0,[[0 1]],[3],[1.],
86,0.0,0.0,[[0 1]],[3],[0.],
87,0.0,0.0,[[1 0]],[3],[0.],
88,0.0,0.0,[[0 1]],[3],[1.],
89,0.0,0.0,[[1 0]],[3],[0.],
90,0.0,0.0,[[1 0]],[3],[1.],
91,0.0,0.0,[[1 0]],[3],[1.],
92,0.0,0.0,[[0 1]],[3],[1.],
93,0.0,0.0,[[1 0]],[3],[0.],
94,0.0,0.0,[[0 1]],[3],[1.],
95,0.0,0.0,[[1 0]],[3],[0.],
96,0.0,0.0,[[0 1]],[3],[1.],
97,0.0,0.0,[[1 0]],[3],[0.],
98,0.0,0.0,[[1 0]],[3],[1.],
99,0.0,0.0,[[0 1]],[3],[1.],
