,learner reward,learner action,learner action cont,adv action,adv reward,psudo reward,adv_state
0,[27.],[[[0 0 1 0 0]]],[[9.]],[4],[0.],[[0 0 0 0 0]],"[[-1.72488019e-01  7.36818492e-01 -8.59539092e-01  2.36453698e-03
   2.28275712e-05  3.23293805e-01  7.32536763e-02  6.01065218e-01
   0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
   1.00000000e+00  2.00000000e-01]]"
1,[27.],[[[0 0 0 0 1]]],[[18.]],[2],[27.],[[0 0 0 0 0]],"[[-1.76433995e-01  9.98555541e-01 -5.75491190e-01  2.78079920e-02
   7.29193052e-05  2.49848709e-01  9.17429179e-02  6.30527437e-01
   0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
   1.00000000e+00  3.00000000e-01]]"
2,[0.],[[[0 0 0 0 1]]],[[20.]],[0],[60.],[[0 0 0 0 0]],"[[-9.14333835e-02  9.98320937e-01 -2.51644164e-01  2.66700208e-01
   5.73499245e-04  2.73236185e-01  1.03464238e-01  3.56025904e-01
   0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
   1.00000000e+00  4.00000000e-01]]"
3,[0.],[[[0 0 0 0 1]]],[[17.]],[0],[51.],[[0 0 0 0 0]],"[[-0.019531    0.99915254 -0.0632672   0.62467992  0.00111882  0.15291657
   0.06654408  0.15474068  1.          0.          0.          0.
   0.          0.5       ]]"
4,[6.],[[[1 0 0 0 0]]],[[2.]],[4],[0.],[[0 0 0 0 0]],"[[-8.90489101e-01  3.83653283e-01 -8.66777301e-02  2.46769952e-04
   1.17860749e-04  9.98681366e-01  5.99848572e-04  3.54088901e-04
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  6.00000000e-01]]"
5,[0.],[[[0 0 1 0 0]]],[[10.]],[0],[30.],[[0 0 0 0 0]],"[[-9.22896385e-01  5.28880283e-02  8.29670489e-01  2.71353079e-03
   8.62954278e-03  9.88602996e-01  5.17125882e-05  2.16818648e-06
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  7.00000000e-01]]"
6,[0.],[[[0 0 1 0 0]]],[[11.]],[0],[33.],[[0 0 0 0 0]],"[[-9.28441584e-01  5.53803504e-01  9.44500208e-01  6.02426417e-02
   1.49793429e-02  9.24548090e-01  2.13292820e-04  1.66441241e-05
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  8.00000000e-01]]"
7,[8.],[[[0 0 1 0 0]]],[[11.]],[1],[24.],[[0 0 0 0 0]],"[[-9.58393455e-01  1.75135076e-01  9.65542078e-01  7.60958716e-03
   1.44624552e-02  9.77872491e-01  5.34830724e-05  2.02266529e-06
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  9.00000000e-01]]"
8,[0.],[[[0 0 1 0 0]]],[[11.]],[0],[33.],[[0 0 0 0 0]],"[[-9.50006843e-01  5.56660950e-01  9.83225703e-01  6.26981482e-02
   1.63837653e-02  9.20722902e-01  1.82194315e-04  1.29924038e-05
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
9,[0.],[[[0 0 1 0 0]]],[[12.]],[0],[36.],[[0 0 0 0 0]],"[[-7.58183241e-01  6.35958314e-01  9.87982035e-01  2.90831983e-01
   2.96609681e-02  6.78989708e-01  4.75787208e-04  4.16055955e-05
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  1.10000000e+00]]"
