,learner reward,learner action,learner action cont,adv action,adv reward,psudo reward,adv_state
0,[33.],[[[0 0 1 0 0]]],[[11.]],[4],[0.],[[0 0 0 0 0]],"[[-1.71697035e-01  8.36946547e-01 -9.56240058e-01  1.37309090e-03
   7.81568542e-06  1.74577460e-01  6.26571402e-02  7.61384547e-01
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  2.00000000e-01]]"
1,[30.],[[[0 0 1 0 0]]],[[10.]],[4],[0.],[[0 0 0 0 0]],"[[-2.66423613e-01  7.92205930e-01 -9.23398733e-01  1.21613359e-03
   1.13825445e-05  3.33561152e-01  6.01671375e-02  6.05044127e-01
   0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
   1.00000000e+00  3.00000000e-01]]"
2,[0.],[[[0 0 0 0 1]]],[[18.]],[0],[54.],[[0 0 0 0 0]],"[[-2.25525588e-01  9.28824782e-01 -1.59365326e-01  2.15314224e-01
   9.71313624e-04  5.43267310e-01  7.17695802e-02  1.68677583e-01
   0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
   1.00000000e+00  4.00000000e-01]]"
3,[0.],[[[0 0 0 0 1]]],[[18.]],[0],[54.],[[0 0 0 0 0]],"[[-0.14798963  0.98630404 -0.03208016  0.51792639  0.00142154  0.29754418
   0.06071204  0.12239589  1.          0.          0.          0.
   0.          0.5       ]]"
4,[9.],[[[1 0 0 0 0]]],[[3.]],[4],[0.],[[0 0 0 0 0]],"[[-9.82507944e-01  1.34922698e-01 -6.60867691e-02  3.73275798e-05
   8.29868877e-05  9.99665976e-01  1.58138515e-04  5.55356673e-05
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  6.00000000e-01]]"
5,[0.],[[[0 0 1 0 0]]],[[9.]],[0],[27.],[[0 0 0 0 0]],"[[-9.84855652e-01 -1.15311198e-01  8.73692572e-01  8.77532526e-04
   7.91652780e-03  9.91185009e-01  2.02654701e-05  5.59160242e-07
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  7.00000000e-01]]"
6,[0.],[[[0 0 1 0 0]]],[[9.]],[0],[27.],[[0 0 0 0 0]],"[[-9.84873295e-01  4.55456078e-01  9.63423133e-01  2.69658528e-02
   1.30386846e-02  9.59872305e-01  1.15988478e-04  7.13886357e-06
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  8.00000000e-01]]"
7,[9.],[[[0 0 1 0 0]]],[[12.]],[1],[27.],[[0 0 0 0 0]],"[[-9.89709258e-01  1.78028122e-01  9.77613330e-01  6.53431425e-03
   1.33669814e-02  9.80051875e-01  4.52045424e-05  1.65207723e-06
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  9.00000000e-01]]"
8,[0.],[[[0 0 1 0 0]]],[[10.]],[0],[30.],[[0 0 0 0 0]],"[[-9.73560631e-01  5.21865964e-01  9.88417506e-01  4.59063239e-02
   1.53277544e-02  9.38611150e-01  1.45270984e-04  9.54371262e-06
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
9,[0.],[[[0 0 1 0 0]]],[[12.]],[0],[36.],[[0 0 0 0 0]],"[[-7.97925532e-01  6.05605900e-01  9.91716743e-01  2.11326927e-01
   2.81513073e-02  7.60101259e-01  3.89027264e-04  3.14884492e-05
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  1.10000000e+00]]"
