,learner reward,learner action,learner action cont,adv action,adv reward,psudo reward,adv_state
0,[31.],[[[0 0 0 1 0]]],[[14.]],[3],[10.],[[0 0 0 0 0]],"[[-1.70797348e-01  9.18774009e-01 -6.50066197e-01  1.46184089e-02
   5.64089569e-05  2.75276691e-01  8.79406333e-02  6.22107863e-01
   0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
   1.00000000e+00  2.00000000e-01]]"
1,[0.],[[[0 0 0 0 1]]],[[18.]],[0],[54.],[[0 0 0 0 0]],"[[-1.12435192e-01  9.77845728e-01 -2.04229921e-01  3.01757574e-01
   7.68456957e-04  3.19793701e-01  9.53553915e-02  2.82324880e-01
   1.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  3.00000000e-01]]"
2,[9.],[[[1 0 0 0 0]]],[[3.]],[4],[0.],[[0 0 0 0 0]],"[[-9.90188003e-01  1.72489077e-01 -2.42413297e-01  1.84826113e-05
   3.39145481e-05  9.99612391e-01  2.15625492e-04  1.19665310e-04
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  4.00000000e-01]]"
3,[0.],[[[0 0 1 0 0]]],[[12.]],[0],[36.],[[0 0 0 0 0]],"[[-9.91697729e-01 -2.77223468e-01  8.73703599e-01  3.54150368e-04
   7.49019161e-03  9.92143989e-01  1.14419354e-05  2.36876048e-07
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  5.00000000e-01]]"
4,[0.],[[[0 0 1 0 0]]],[[12.]],[0],[36.],[[0 0 0 0 0]],"[[-9.91711974e-01  4.13238406e-01  9.72592592e-01  2.15506498e-02
   1.32105444e-02  9.65136766e-01  9.66752414e-05  5.39796156e-06
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  6.00000000e-01]]"
5,[7.],[[[0 0 1 0 0]]],[[10.]],[1],[22.],[[0 0 0 0 0]],"[[-9.93893802e-01  1.43943399e-01  9.83436465e-01  5.44586498e-03
   1.34399710e-02  9.81073618e-01  3.92449765e-05  1.33120432e-06
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  7.00000000e-01]]"
6,[0.],[[[0 0 1 0 0]]],[[10.]],[0],[30.],[[0 0 0 0 0]],"[[-9.80352461e-01  5.10549664e-01  9.91655171e-01  4.19760570e-02
   1.51444897e-02  9.42735791e-01  1.35050708e-04  8.61179342e-06
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  8.00000000e-01]]"
7,[8.],[[[0 0 1 0 0]]],[[11.]],[1],[24.],[[0 0 0 0 0]],"[[-9.87780511e-01  1.58460930e-01  9.94112372e-01  6.45836536e-03
   1.45599544e-02  9.78938341e-01  4.18543568e-05  1.42543649e-06
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  9.00000000e-01]]"
8,[0.],[[[0 0 1 0 0]]],[[11.]],[0],[33.],[[0 0 0 0 0]],"[[-9.72496271e-01  5.21566391e-01  9.96892214e-01  4.79666330e-02
   1.60083678e-02  9.35871899e-01  1.43942991e-04  9.27780093e-06
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
9,[0.],[[[0 0 1 0 0]]],[[10.]],[0],[30.],[[0 0 0 0 0]],"[[-7.88131237e-01  6.07684195e-01  9.97727871e-01  2.29952633e-01
   2.95125041e-02  7.40104377e-01  3.98467993e-04  3.20610197e-05
   1.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  1.10000000e+00]]"
