,learner reward,learner action,learner action cont,adv action,adv reward,psudo reward,adv_state
0,[6.],[[[1 0 0 0 0]]],[[4.]],[2],[6.],[[0 0 0 0 0]],"[[-6.98384404e-01  1.08546361e-01 -1.64199948e-01  1.59985604e-04
   1.82814765e-04  9.98586059e-01  7.30192114e-04  3.40880069e-04
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  2.00000000e-01]]"
1,[22.],[[[0 0 1 0 0]]],[[10.]],[3],[7.],[[0 0 0 0 0]],"[[-7.04542339e-01  6.17348015e-01 -6.42870784e-01  2.21952869e-04
   1.78310875e-05  9.70144451e-01  6.84896018e-03  2.27668900e-02
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  3.00000000e-01]]"
2,[0.],[[[0 0 1 0 0]]],[[10.]],[0],[30.],[[0 0 0 0 0]],"[[-8.37044954e-01 -1.26427591e-01  8.53714466e-01  2.18717218e-03
   1.38194710e-02  9.83948767e-01  4.32438319e-05  1.29663772e-06
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  4.00000000e-01]]"
3,[0.],[[[0 0 1 0 0]]],[[10.]],[0],[30.],[[0 0 0 0 0]],"[[-8.42989922e-01  6.20550334e-01  9.70159411e-01  1.59831628e-01
   2.22934689e-02  8.17487657e-01  3.56684235e-04  3.05586982e-05
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  5.00000000e-01]]"
4,[9.],[[[0 0 1 0 0]]],[[12.]],[1],[27.],[[0 0 0 0 0]],"[[-9.13141131e-01  2.03065529e-01  9.81088936e-01  1.30794886e-02
   1.90186147e-02  9.67826903e-01  7.21983597e-05  2.81937560e-06
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  6.00000000e-01]]"
5,[0.],[[[0 0 1 0 0]]],[[12.]],[0],[36.],[[0 0 0 0 0]],"[[-9.08448040e-01  6.13118589e-01  9.90840554e-01  1.11942768e-01
   1.95070654e-02  8.68274808e-01  2.55216699e-04  2.00833256e-05
   1.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  7.00000000e-01]]"
6,[6.],[[[1 0 0 0 0]]],[[2.]],[4],[0.],[[0 0 0 0 0]],"[[ 8.51487935e-01 -8.85494128e-02  9.90786612e-01  9.52926815e-01
   4.59727012e-02  8.39316053e-04  2.49759818e-04  1.14232989e-05
   1.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  8.00000000e-01]]"
7,[12.],[[[1 0 0 0 0]]],[[4.]],[4],[0.],[[0 0 0 0 0]],"[[0.58148211 0.18424584 0.06924835 0.79718083 0.01803535 0.09816139
  0.05689365 0.02972879 1.         0.         0.         0.
  0.         0.9       ]]"
8,[6.],[[[1 0 0 0 0]]],[[2.]],[4],[0.],[[0 0 0 0 0]],"[[-0.29253468  0.66138726 -0.16925249  0.04875156  0.00104777  0.86736441
   0.03363502  0.04920124  0.          0.          1.          0.
   0.          1.        ]]"
9,[0.],[[[0 0 1 0 0]]],[[9.]],[0],[27.],[[0 0 0 0 0]],"[[-5.32791376e-01  7.83307195e-01  9.22030032e-01  7.62659192e-01
   1.93276256e-02  2.17005640e-01  8.81168118e-04  1.26404426e-04
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  1.10000000e+00]]"
