,learner reward,learner action,learner action cont,adv action,adv reward,psudo reward,real model action,real_model action cont,adv_state
0,[8.25],[[[0 0 1 0 0]]],[[11.]],[1],[24.75],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[-8.66707087e-01  7.63722539e-01 -2.74244964e-01  3.33712436e-04
   8.18362013e-02  9.17308986e-01  2.41391695e-04  2.79884145e-04
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  2.00000000e-01]]"
1,[9.],[[[0 1 0 0 0]]],[[6.]],[2],[9.],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[-9.57236886e-01  9.09138083e-01 -2.75828928e-01  1.76352129e-04
   7.94470906e-02  9.20120597e-01  1.23720369e-04  1.32201370e-04
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  3.00000000e-01]]"
2,[27.],[[[0 0 1 0 0]]],[[9.]],[4],[0.],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[-9.63391662e-01  9.78949368e-01 -7.74237633e-01  1.92089610e-05
   5.13483770e-03  9.94792759e-01  2.21160662e-05  3.11084477e-05
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  4.00000000e-01]]"
3,[2.37967862],[[[0 0 1 0 0]]],[[9.]],[0],[24.62032138],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[-9.85628545e-01  9.13787723e-01 -4.35158700e-01  7.50934996e-05
   3.38889509e-02  9.65887368e-01  6.82070749e-05  8.05328382e-05
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  5.00000000e-01]]"
4,[0.95184789],[[[0 0 1 0 0]]],[[12.]],[2],[35.04815211],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[-9.50956881e-01  9.14977968e-01 -4.58681360e-02  4.24905651e-04
   2.39597470e-01  7.59556353e-01  2.19371941e-04  2.01792544e-04
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  6.00000000e-01]]"
5,[4.00013546],[[[0 1 0 0 0]]],[[5.]],[2],[10.99986454],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[-9.82478976e-01  9.56108689e-01  4.31920469e-01  6.81203848e-04
   8.21378887e-01  1.77610785e-01  1.97782370e-04  1.31262714e-04
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  7.00000000e-01]]"
6,[5.00139683],[[[0 1 0 0 0]]],[[7.]],[0],[15.99860317],[[0 0 0 0 0]],[[[0. 1. 0. 0. 0.]]],[[5.]],"[[-9.96130764e-01  9.86800611e-01  9.96294796e-01  3.91179026e-04
   9.90580976e-01  8.94635450e-03  5.59612563e-05  2.54989282e-05
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  8.00000000e-01]]"
7,[6.26059313],[[[0 1 0 0 0]]],[[7.]],[0],[14.73940687],[[0 0 0 0 0]],[[[0. 1. 0. 0. 0.]]],[[5.]],"[[-9.97625709e-01  9.95879173e-01  9.97193813e-01  3.86468571e-04
   9.90622342e-01  8.91187694e-03  5.45305120e-05  2.46998188e-05
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  9.00000000e-01]]"
8,[1.56635878],[[[0 1 0 0 0]]],[[8.]],[0],[22.43364122],[[0 0 0 0 0]],[[[0. 1. 0. 0. 0.]]],[[5.]],"[[-9.10476923e-01  9.98483181e-01  9.98363316e-01  6.78779790e-04
   9.90415931e-01  8.79499502e-03  7.61253250e-05  3.42498934e-05
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
9,[3.95324353],[[[0 1 0 0 0]]],[[6.]],[0],[14.04675647],[[0 0 0 0 0]],[[[0. 1. 0. 0. 0.]]],[[5.]],"[[-9.70867157e-01  9.99538183e-01  9.97572184e-01  4.59223636e-04
   9.90575552e-01  8.87793768e-03  6.00702078e-05  2.71059653e-05
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  1.10000000e+00]]"
