,learner reward,learner action,learner action cont,adv action,adv reward,psudo reward,real model action,real_model action cont,adv_state
0,[6.75],[[[0 0 1 0 0]]],[[9.]],[1],[20.25],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[-8.77963424e-01  7.10040927e-01 -2.03347787e-01  4.15206887e-04
   1.17832758e-01  8.81081164e-01  3.12681979e-04  3.58135585e-04
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  2.00000000e-01]]"
1,[15.],[[[0 0 1 0 0]]],[[10.]],[2],[15.],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[-9.32467222e-01  9.09516931e-01 -5.33795476e-01  6.94630871e-05
   1.98129360e-02  9.79976296e-01  6.25602916e-05  7.86286400e-05
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  3.00000000e-01]]"
2,[18.],[[[0 0 1 0 0]]],[[12.]],[2],[18.],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[-9.61448669e-01  9.71694469e-01 -7.36596942e-01  2.30512578e-05
   6.34654565e-03  9.93569493e-01  2.55606428e-05  3.52541792e-05
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  4.00000000e-01]]"
3,[7.32922479],[[[0 0 1 0 0]]],[[9.]],[2],[19.67077521],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[-9.92387891e-01  9.74977493e-01 -5.82281768e-01  3.72348441e-05
   1.49687696e-02  9.84911084e-01  3.68223227e-05  4.60283882e-05
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  5.00000000e-01]]"
4,[4.31451279],[[[0 0 1 0 0]]],[[9.]],[2],[22.68548721],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[-9.96479154e-01  9.74166155e-01 -3.37942898e-01  1.03868137e-04
   5.67735247e-02  9.42962646e-01  7.72106941e-05  8.27026888e-05
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  6.00000000e-01]]"
5,[8.75630275],[[[0 0 1 0 0]]],[[11.]],[2],[24.24369725],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[-9.98923481e-01  9.86575127e-01 -1.99805915e-01  1.77441674e-04
   1.15717895e-01  8.83888185e-01  1.09683824e-04  1.06835068e-04
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  7.00000000e-01]]"
6,[4.06851287],[[[0 0 1 0 0]]],[[12.]],[2],[31.93148713],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[-9.94643927e-01  9.90462244e-01  2.61417449e-01  5.90858515e-04
   6.37168586e-01  3.61887604e-01  2.04606069e-04  1.48321269e-04
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  8.00000000e-01]]"
7,[0.89607161],[[[0 0 1 0 0]]],[[9.]],[0],[26.10392839],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[-8.52725744e-01  9.93636131e-01  8.30081940e-01  1.18168653e-03
   9.76338327e-01  2.22675446e-02  1.41507684e-04  7.08437365e-05
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  9.00000000e-01]]"
8,[0.10864426],[[[0 1 0 0 0]]],[[7.]],[0],[20.89135574],[[0 0 0 0 0]],[[[0. 1. 0. 0. 0.]]],[[5.]],"[[-6.04231477e-01  9.97991085e-01  9.97843862e-01  4.92856652e-03
   9.86129463e-01  8.57760664e-03  2.52435391e-04  1.11891110e-04
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
9,[3.24298998],[[[0 1 0 0 0]]],[[8.]],[0],[20.75701002],[[0 0 0 0 0]],[[[0. 1. 0. 0. 0.]]],[[5.]],"[[-8.26320767e-01  9.99598861e-01  9.95902359e-01  1.17396587e-03
   9.89816189e-01  8.85603018e-03  1.06208376e-04  4.76233763e-05
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  1.10000000e+00]]"
