,learner reward,learner action,learner action cont,adv action,adv reward,psudo reward,real model action,real_model action cont,adv_state
0,[8.25],[[[0 0 1 0 0]]],[[11.]],[1],[24.75],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[-8.66707087e-01  7.63722539e-01 -2.74244964e-01  3.33712436e-04
   8.18362013e-02  9.17308986e-01  2.41391695e-04  2.79884145e-04
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  2.00000000e-01]]"
1,[16.5],[[[0 0 1 0 0]]],[[11.]],[2],[16.5],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[-9.22484696e-01  9.30847943e-01 -5.71848392e-01  6.24069507e-05
   1.60240848e-02  9.83788133e-01  5.51971389e-05  7.01313620e-05
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  3.00000000e-01]]"
2,[15.],[[[0 0 1 0 0]]],[[10.]],[2],[15.],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[-9.65075493e-01  9.75241899e-01 -6.67849243e-01  3.05181748e-05
   9.31480434e-03  9.90582347e-01  3.12125303e-05  4.11307374e-05
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  4.00000000e-01]]"
3,[6.91370422],[[[0 0 1 0 0]]],[[12.]],[2],[29.08629578],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[-9.93058562e-01  9.78626668e-01 -5.04725516e-01  5.20157810e-05
   2.29731817e-02  9.76872921e-01  4.65758931e-05  5.53036953e-05
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  5.00000000e-01]]"
4,[1.33301879],[[[0 0 1 0 0]]],[[10.]],[2],[28.66698121],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[-9.65904772e-01  9.49431300e-01 -9.01861414e-02  3.30701354e-04
   1.96317703e-01  8.03012609e-01  1.75859182e-04  1.63102610e-04
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  6.00000000e-01]]"
5,[2.6092533],[[[0 0 1 0 0]]],[[10.]],[2],[27.3907467],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[-9.71338272e-01  9.70697105e-01  4.65757459e-01  7.24968617e-04
   8.47406149e-01  1.51554644e-01  1.91163606e-04  1.23021659e-04
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  7.00000000e-01]]"
6,[0.31543761],[[[0 1 0 0 0]]],[[7.]],[0],[20.68456239],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[-6.80420399e-01  9.82689738e-01  9.00469959e-01  3.35510238e-03
   9.81449544e-01  1.48380417e-02  2.41850998e-04  1.15534531e-04
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  8.00000000e-01]]"
7,[4.93946139],[[[0 1 0 0 0]]],[[7.]],[1],[16.06053861],[[0 0 0 0 0]],[[[0. 1. 0. 0. 0.]]],[[5.]],"[[-9.45067227e-01  9.96508598e-01  9.95286465e-01  5.44450653e-04
   9.90387619e-01  8.97035468e-03  6.72149690e-05  3.03893976e-05
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  9.00000000e-01]]"
8,[3.52398124],[[[0 1 0 0 0]]],[[8.]],[0],[20.47601876],[[0 0 0 0 0]],[[[0. 1. 0. 0. 0.]]],[[5.]],"[[-9.71114516e-01  9.98876870e-01  9.97797191e-01  4.58422553e-04
   9.90588069e-01  8.86629708e-03  6.00592793e-05  2.71082463e-05
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
9,[1.79553549],[[[0 1 0 0 0]]],[[7.]],[0],[19.20446451],[[0 0 0 0 0]],[[[0. 1. 0. 0. 0.]]],[[5.]],"[[-9.13092732e-01  9.99597669e-01  9.98270154e-01  6.67319226e-04
   9.90421176e-01  8.80256295e-03  7.51995249e-05  3.38172686e-05
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  1.10000000e+00]]"
