,learner reward,learner action,learner action cont,adv action,adv reward,psudo reward,real model action,real_model action cont,adv_state
0,[7.5],[[[0 0 1 0 0]]],[[10.]],[1],[22.5],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[-8.74490798e-01  7.37413466e-01 -2.39114195e-01  3.67179193e-04
   9.82005596e-02  9.00846004e-01  2.72345234e-04  3.13846424e-04
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  2.00000000e-01]]"
1,[18.],[[[0 0 1 0 0]]],[[12.]],[2],[18.],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[-9.19048369e-01  9.26750481e-01 -6.25721216e-01  5.03960182e-05
   1.18874116e-02  9.87951934e-01  4.75301895e-05  6.26343390e-05
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  3.00000000e-01]]"
2,[18.],[[[0 0 1 0 0]]],[[12.]],[2],[18.],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[-9.55544710e-01  9.77032125e-01 -7.73738682e-01  2.02795418e-05
   5.15343668e-03  9.94771063e-01  2.29495945e-05  3.22949600e-05
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  4.00000000e-01]]"
3,[9.46945883],[[[0 0 1 0 0]]],[[11.]],[0],[23.53054117],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[-9.89327550e-01  9.80957508e-01 -6.66391492e-01  2.61567693e-05
   9.36754607e-03  9.90541160e-01  2.81237371e-05  3.69448680e-05
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  5.00000000e-01]]"
4,[6.50469772],[[[0 0 1 0 0]]],[[12.]],[2],[29.49530228],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[-9.97702777e-01  9.80726600e-01 -5.10416627e-01  4.91911633e-05
   2.22513713e-02  9.77601409e-01  4.47129678e-05  5.32292761e-05
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  6.00000000e-01]]"
5,[1.26805385],[[[0 0 1 0 0]]],[[11.]],[2],[31.73194615],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[-9.65494931e-01  9.48441148e-01 -1.00133970e-01  3.20636114e-04
   1.87649995e-01  8.11695397e-01  1.72713553e-04  1.61292541e-04
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  7.00000000e-01]]"
6,[1.16898185],[[[0 0 1 0 0]]],[[11.]],[2],[31.83101815],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[-9.20064569e-01  9.66242194e-01  5.05493760e-01  9.97093623e-04
   8.74215484e-01  1.24427095e-01  2.21431561e-04  1.38959644e-04
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  8.00000000e-01]]"
7,[3.80463402],[[[0 1 0 0 0]]],[[6.]],[0],[14.19536598],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[-9.53878462e-01  9.82713342e-01  8.80741060e-01  5.83057757e-04
   9.82336760e-01  1.69507395e-02  8.67933122e-05  4.25713151e-05
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  9.00000000e-01]]"
8,[3.98670299],[[[0 1 0 0 0]]],[[7.]],[0],[17.01329701],[[0 0 0 0 0]],[[[0. 1. 0. 0. 0.]]],[[5.]],"[[-9.82746780e-01  9.94559169e-01  9.97447848e-01  4.25576407e-04
   9.90602851e-01  8.88741575e-03  5.79219231e-05  2.62326685e-05
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
9,[7.01298261],[[[0 1 0 0 0]]],[[8.]],[0],[16.98701739],[[0 0 0 0 0]],[[[0. 1. 0. 0. 0.]]],[[5.]],"[[-9.96023059e-01  9.98372436e-01  9.97030914e-01  3.90421541e-04
   9.90608931e-01  8.92141182e-03  5.46247647e-05  2.47060561e-05
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  1.10000000e+00]]"
