,learner reward,learner action,learner action cont,adv action,adv reward,psudo reward,real model action,real_model action cont,adv_state
0,[7.5],[[[0 0 1 0 0]]],[[10.]],[1],[22.5],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[-8.74490798e-01  7.37413466e-01 -2.39114195e-01  3.67179193e-04
   9.82005596e-02  9.00846004e-01  2.72345234e-04  3.13846424e-04
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  2.00000000e-01]]"
1,[18.],[[[0 0 1 0 0]]],[[12.]],[2],[18.],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[-9.19048369e-01  9.26750481e-01 -6.25721216e-01  5.03960182e-05
   1.18874116e-02  9.87951934e-01  4.75301895e-05  6.26343390e-05
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  3.00000000e-01]]"
2,[18.],[[[0 0 1 0 0]]],[[12.]],[2],[18.],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[-9.55544710e-01  9.77032125e-01 -7.73738682e-01  2.02795418e-05
   5.15343668e-03  9.94771063e-01  2.29495945e-05  3.22949600e-05
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  4.00000000e-01]]"
3,[7.06347422],[[[0 0 1 0 0]]],[[10.]],[0],[22.93652578],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[-9.91702497e-01  9.74313140e-01 -5.95605433e-01  3.52774987e-05
   1.39029725e-02  9.85981703e-01  3.54375661e-05  4.46900085e-05
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  5.00000000e-01]]"
4,[4.19979072],[[[0 0 1 0 0]]],[[9.]],[2],[22.80020928],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[-9.96205807e-01  9.72391486e-01 -3.49386483e-01  9.92475470e-05
   5.34293801e-02  9.46315408e-01  7.50002582e-05  8.10058846e-05
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  6.00000000e-01]]"
5,[0.70158761],[[[0 0 1 0 0]]],[[11.]],[2],[32.29841239],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[-9.30599332e-01  9.57577467e-01  1.64435670e-01  7.99282163e-04
   5.06324053e-01  4.92376059e-01  2.80591950e-04  2.19917085e-04
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  7.00000000e-01]]"
6,[1.00469702],[[[0 1 0 0 0]]],[[7.]],[0],[19.99530298],[[0 0 0 0 0]],[[[0. 1. 0. 0. 0.]]],[[5.]],"[[-9.44921315e-01  9.86448824e-01  9.96804237e-01  5.44923416e-04
   9.90471363e-01  8.88428744e-03  6.83643157e-05  3.10660216e-05
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  8.00000000e-01]]"
7,[6.38055552],[[[0 1 0 0 0]]],[[8.]],[0],[17.61944448],[[0 0 0 0 0]],[[[0. 1. 0. 0. 0.]]],[[5.]],"[[-9.89308298e-01  9.96082067e-01  9.96865094e-01  4.08015330e-04
   9.90587533e-01  8.92258622e-03  5.63576359e-05  2.55188497e-05
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  9.00000000e-01]]"
8,[3.95129953],[[[0 1 0 0 0]]],[[5.]],[0],[11.04870047],[[0 0 0 0 0]],[[[0. 1. 0. 0. 0.]]],[[5.]],"[[-9.85738516e-01  9.98682499e-01  9.97878015e-01  4.16932860e-04
   9.90628302e-01  8.87239538e-03  5.67252246e-05  2.56241092e-05
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
9,[3.91591204],[[[0 1 0 0 0]]],[[6.]],[0],[14.08408796],[[0 0 0 0 0]],[[[0. 1. 0. 0. 0.]]],[[5.]],"[[-9.84625995e-01  9.99555111e-01  9.97904658e-01  4.19880613e-04
   9.90626335e-01  8.87118187e-03  5.68713112e-05  2.56747644e-05
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  1.10000000e+00]]"
