,learner reward,learner action,learner action cont,adv action,adv reward,psudo reward,real model action,real_model action cont,adv_state
0,[7.5],[[[0 0 1 0 0]]],[[10.]],[1],[22.5],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[-8.74490798e-01  7.37413466e-01 -2.39114195e-01  3.67179193e-04
   9.82005596e-02  9.00846004e-01  2.72345234e-04  3.13846424e-04
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  2.00000000e-01]]"
1,[12.],[[[0 1 0 0 0]]],[[8.]],[2],[12.],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[-9.45614994e-01  9.08883512e-01 -4.13871348e-01  1.07085456e-04
   3.81745063e-02  9.61531460e-01  8.63023160e-05  1.00621655e-04
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  3.00000000e-01]]"
2,[24.75],[[[0 0 1 0 0]]],[[11.]],[3],[8.25],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[-9.56782520e-01  9.77641165e-01 -8.06055725e-01  1.74131419e-05
   4.29846579e-03  9.95634139e-01  2.05388205e-05  2.94926976e-05
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  4.00000000e-01]]"
3,[1.14868781],[[[0 0 1 0 0]]],[[10.]],[0],[28.85131219],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[-9.66971934e-01  8.40307593e-01 -4.11424100e-01  9.58102901e-05
   3.89180221e-02  9.60782111e-01  9.21293104e-05  1.11875219e-04
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  5.00000000e-01]]"
4,[1.50149766],[[[0 0 1 0 0]]],[[10.]],[2],[28.49850234],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[-9.65592682e-01  8.89452398e-01 -1.14574462e-01  3.09367868e-04
   1.76543832e-01  8.22773516e-01  1.88867823e-04  1.84417600e-04
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  6.00000000e-01]]"
5,[8.07758572],[[[0 0 1 0 0]]],[[10.]],[2],[21.92241428],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[-9.89231229e-01  9.49523151e-01  8.75348076e-02  4.70791420e-04
   3.98811847e-01  6.00325763e-01  2.14049360e-04  1.77539638e-04
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  7.00000000e-01]]"
6,[4.45942039],[[[0 1 0 0 0]]],[[5.]],[0],[10.54057961],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[-9.91991401e-01  9.73163784e-01  5.81386149e-01  5.98460785e-04
   9.13825691e-01  8.53458643e-02  1.43895537e-04  8.60106811e-05
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  8.00000000e-01]]"
7,[2.05407195],[[[0 1 0 0 0]]],[[8.]],[0],[21.94592805],[[0 0 0 0 0]],[[[0. 1. 0. 0. 0.]]],[[5.]],"[[-9.67759073e-01  9.90775347e-01  9.97667909e-01  4.69170336e-04
   9.90578830e-01  8.86208843e-03  6.18557242e-05  2.80526947e-05
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  9.00000000e-01]]"
8,[4.63836327],[[[0 1 0 0 0]]],[[6.]],[0],[13.36163673],[[0 0 0 0 0]],[[[0. 1. 0. 0. 0.]]],[[5.]],"[[-9.87847030e-01  9.97066736e-01  9.97553766e-01  4.11523361e-04
   9.90618169e-01  8.88830703e-03  5.64808688e-05  2.55464747e-05
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
9,[3.65805617],[[[0 1 0 0 0]]],[[5.]],[0],[11.34194383],[[0 0 0 0 0]],[[[0. 1. 0. 0. 0.]]],[[5.]],"[[-9.81839776e-01  9.99004066e-01  9.97947812e-01  4.27550869e-04
   9.90622342e-01  8.86651874e-03  5.75527083e-05  2.59865483e-05
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  1.10000000e+00]]"
