,learner reward,learner action,learner action cont,adv action,adv reward,psudo reward,real model action,real_model action cont,adv_state
0,[7.5],[[[0 0 1 0 0]]],[[10.]],[1],[22.5],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[-8.74490798e-01  7.37413466e-01 -2.39114195e-01  3.67179193e-04
   9.82005596e-02  9.00846004e-01  2.72345234e-04  3.13846424e-04
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  2.00000000e-01]]"
1,[16.5],[[[0 0 1 0 0]]],[[11.]],[2],[16.5],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[-9.25443172e-01  9.22552288e-01 -5.78916609e-01  5.94679404e-05
   1.54191935e-02  9.84397590e-01  5.42693160e-05  6.96187490e-05
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  3.00000000e-01]]"
2,[16.5],[[[0 0 1 0 0]]],[[11.]],[2],[16.5],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[-9.62317646e-01  9.74132061e-01 -7.19094038e-01  2.47594253e-05
   6.99735386e-03  9.92914438e-01  2.68167532e-05  3.65260566e-05
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  4.00000000e-01]]"
3,[1.75696312],[[[0 0 1 0 0]]],[[10.]],[2],[28.24303688],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[-9.76839006e-01  9.02809858e-01 -3.53219509e-01  1.12964968e-04
   5.28192595e-02  9.46870744e-01  9.26287030e-05  1.04462757e-04
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  5.00000000e-01]]"
4,[8.05983404],[[[0 0 1 0 0]]],[[11.]],[2],[24.94016596],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[-9.93580401e-01  9.54192042e-01 -2.65363067e-01  1.43248151e-04
   8.32629502e-02  9.16389585e-01  1.00340643e-04  1.03859551e-04
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  6.00000000e-01]]"
5,[5.35180902],[[[0 0 1 0 0]]],[[12.]],[2],[30.64819098],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[-9.97160196e-01  9.74680662e-01  5.16437367e-02  4.08203021e-04
   3.50712210e-01  6.48532510e-01  1.89007405e-04  1.58043171e-04
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  7.00000000e-01]]"
6,[2.28462301],[[[0 0 1 0 0]]],[[11.]],[0],[30.71537699],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[-9.65883672e-01  9.84636426e-01  6.36887610e-01  6.79442543e-04
   9.35255647e-01  6.38449788e-02  1.39856595e-04  8.00421258e-05
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  8.00000000e-01]]"
7,[5.55334203],[[[0 1 0 0 0]]],[[7.]],[0],[15.44665797],[[0 0 0 0 0]],[[[0. 1. 0. 0. 0.]]],[[5.]],"[[-9.93948102e-01  9.95450974e-01  9.96855319e-01  3.95968207e-04
   9.90597785e-01  8.92570335e-03  5.54124927e-05  2.51064484e-05
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  9.00000000e-01]]"
8,[2.64631444],[[[0 1 0 0 0]]],[[5.]],[0],[12.35368556],[[0 0 0 0 0]],[[[0. 1. 0. 0. 0.]]],[[5.]],"[[-9.61737037e-01  9.98392701e-01  9.98153687e-01  4.87002253e-04
   9.90581095e-01  8.84156581e-03  6.23155720e-05  2.81150551e-05
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
9,[7.06801811],[[[0 1 0 0 0]]],[[8.]],[0],[16.93198189],[[0 0 0 0 0]],[[[0. 1. 0. 0. 0.]]],[[5.]],"[[-9.92384434e-01  9.99531865e-01  9.96963501e-01  3.99697630e-04
   9.90596533e-01  8.92338529e-03  5.52910642e-05  2.49864606e-05
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  1.10000000e+00]]"
