,learner reward,learner action,learner action cont,adv action,adv reward,psudo reward,real model action,real_model action cont,adv_state
0,[6.75],[[[0 0 1 0 0]]],[[9.]],[1],[20.25],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[-8.77963424e-01  7.10040927e-01 -2.03347787e-01  4.15206887e-04
   1.17832758e-01  8.81081164e-01  3.12681979e-04  3.58135585e-04
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  2.00000000e-01]]"
1,[18.],[[[0 0 1 0 0]]],[[12.]],[2],[18.],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[-9.19899762e-01  9.18931127e-01 -6.30778253e-01  4.91117607e-05
   1.15668951e-02  9.88273740e-01  4.73762593e-05  6.29295464e-05
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  3.00000000e-01]]"
2,[18.],[[[0 0 1 0 0]]],[[12.]],[2],[18.],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[-9.55945075e-01  9.74704206e-01 -7.81042635e-01  1.95908797e-05
   4.94784350e-03  9.94978249e-01  2.24863234e-05  3.18351522e-05
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  4.00000000e-01]]"
3,[2.18373881],[[[0 0 1 0 0]]],[[12.]],[0],[33.81626119],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[-9.82859850e-01  9.00353968e-01 -4.29407865e-01  7.86629244e-05
   3.50252688e-02  9.64738309e-01  7.21925971e-05  8.56033002e-05
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  5.00000000e-01]]"
4,[7.56428994],[[[0 0 1 0 0]]],[[12.]],[2],[28.43571006],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[-9.95568156e-01  9.51276779e-01 -3.57196778e-01  9.69986722e-05
   5.13677821e-02  9.48374093e-01  7.67745732e-05  8.43942180e-05
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  6.00000000e-01]]"
5,[6.1038024],[[[0 0 1 0 0]]],[[9.]],[0],[20.8961976],[[0 0 0 0 0]],[[[0. 1. 0. 0. 0.]]],[[5.]],"[[-9.99461710e-01  9.86088097e-01  9.92791414e-01  3.84339888e-04
   9.90409732e-01  9.12472606e-03  5.57637541e-05  2.54807146e-05
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  7.00000000e-01]]"
6,[5.01894083],[[[0 1 0 0 0]]],[[8.]],[0],[18.98105917],[[0 0 0 0 0]],[[[0. 1. 0. 0. 0.]]],[[5.]],"[[-9.95005310e-01  9.95448232e-01  9.97532487e-01  3.92971124e-04
   9.90634203e-01  8.89275875e-03  5.50971963e-05  2.49542609e-05
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  8.00000000e-01]]"
7,[0.92583513],[[[0 1 0 0 0]]],[[5.]],[0],[14.07416487],[[0 0 0 0 0]],[[[0. 1. 0. 0. 0.]]],[[5.]],"[[-8.49953175e-01  9.98295724e-01  9.98456240e-01  1.00469461e-03
   9.90108848e-01  8.74665007e-03  9.65015133e-05  4.32865018e-05
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  9.00000000e-01]]"
8,[3.85506773],[[[0 1 0 0 0]]],[[7.]],[0],[17.14493227],[[0 0 0 0 0]],[[[0. 1. 0. 0. 0.]]],[[5.]],"[[-9.56339061e-01  9.99522090e-01  9.97298837e-01  5.04729513e-04
   9.90521789e-01  8.88119824e-03  6.36315526e-05  2.86970444e-05
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
9,[1.92496726],[[[0 1 0 0 0]]],[[8.]],[0],[22.07503274],[[0 0 0 0 0]],[[[0. 1. 0. 0. 0.]]],[[5.]],"[[-9.14753437e-01  9.99828339e-01  9.98203695e-01  6.60199381e-04
   9.90424335e-01  8.80724285e-03  7.46893784e-05  3.35874356e-05
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  1.10000000e+00]]"
