,learner reward,learner action,learner action cont,adv action,adv reward,psudo reward,real model action,real_model action cont,adv_state
0,[7.5],[[[0 0 1 0 0]]],[[10.]],[1],[22.5],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[-8.74490798e-01  7.37413466e-01 -2.39114195e-01  3.67179193e-04
   9.82005596e-02  9.00846004e-01  2.72345234e-04  3.13846424e-04
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  2.00000000e-01]]"
1,[16.5],[[[0 0 1 0 0]]],[[11.]],[2],[16.5],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[-9.25443172e-01  9.22552288e-01 -5.78916609e-01  5.94679404e-05
   1.54191935e-02  9.84397590e-01  5.42693160e-05  6.96187490e-05
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  3.00000000e-01]]"
2,[13.5],[[[0 0 1 0 0]]],[[9.]],[2],[13.5],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[-9.70277548e-01  9.70465183e-01 -6.40851974e-01  3.32831041e-05
   1.08302962e-02  9.89059031e-01  3.36736994e-05  4.37566559e-05
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  4.00000000e-01]]"
3,[3.51220781],[[[0 0 1 0 0]]],[[9.]],[2],[23.48779219],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[-9.91388917e-01  9.60116744e-01 -3.50573123e-01  1.02258353e-04
   5.31816557e-02  9.46552753e-01  7.81640992e-05  8.50903962e-05
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  5.00000000e-01]]"
4,[4.75658082],[[[0 0 1 0 0]]],[[12.]],[2],[31.24341918],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[-9.96159792e-01  9.75731909e-01 -4.25966866e-02  3.14708508e-04
   2.41100580e-01  7.58277655e-01  1.62698663e-04  1.44334772e-04
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  6.00000000e-01]]"
5,[1.45225915],[[[0 0 1 0 0]]],[[9.]],[3],[25.54774085],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[-9.40633416e-01  9.83229995e-01  5.65742075e-01  8.42153211e-04
   9.06652093e-01  9.22218189e-02  1.77633061e-04  1.06313004e-04
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  7.00000000e-01]]"
6,[2.65182425],[[[0 1 0 0 0]]],[[6.]],[0],[15.34817575],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[-9.17094588e-01  9.90862846e-01  9.11208749e-01  7.15598813e-04
   9.84861970e-01  1.42863467e-02  9.20310704e-05  4.39773321e-05
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  8.00000000e-01]]"
7,[3.69900406],[[[0 1 0 0 0]]],[[8.]],[0],[20.30099594],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[-9.21633124e-01  9.95182812e-01  9.49056268e-01  6.66681037e-04
   9.87628102e-01  1.15847103e-02  8.21893045e-05  3.82514409e-05
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  9.00000000e-01]]"
8,[0.28372342],[[[0 1 0 0 0]]],[[6.]],[0],[17.71627658],[[0 0 0 0 0]],[[[0. 1. 0. 0. 0.]]],[[5.]],"[[-6.88128412e-01  9.98328328e-01  9.98267651e-01  2.86489073e-03
   9.88241255e-01  8.63133930e-03  1.81750103e-04  8.08660043e-05
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
9,[3.70312726],[[[0 1 0 0 0]]],[[8.]],[0],[20.29687274],[[0 0 0 0 0]],[[[0. 1. 0. 0. 0.]]],[[5.]],"[[-9.03663397e-01  9.99627054e-01  9.96362150e-01  7.10859196e-04
   9.90285337e-01  8.89007188e-03  7.83699943e-05  3.52682109e-05
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  1.10000000e+00]]"
