,learner reward,learner action,learner action cont,adv action,adv reward,psudo reward,real model action,real_model action cont,adv_state
0,[7.5],[[[0 0 1 0 0]]],[[10.]],[1],[22.5],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[-8.74490798e-01  7.37413466e-01 -2.39114195e-01  3.67179193e-04
   9.82005596e-02  9.00846004e-01  2.72345234e-04  3.13846424e-04
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  2.00000000e-01]]"
1,[18.],[[[0 0 1 0 0]]],[[12.]],[2],[18.],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[-9.19048369e-01  9.26750481e-01 -6.25721216e-01  5.03960182e-05
   1.18874116e-02  9.87951934e-01  4.75301895e-05  6.26343390e-05
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  3.00000000e-01]]"
2,[15.],[[[0 0 1 0 0]]],[[10.]],[2],[15.],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[-9.64268565e-01  9.73661304e-01 -7.08058953e-01  2.56766198e-05
   7.44221453e-03  9.92467105e-01  2.76003721e-05  3.73451512e-05
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  4.00000000e-01]]"
3,[3.67780926],[[[0 0 1 0 0]]],[[11.]],[2],[29.32219074],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[-9.91626143e-01  9.55072105e-01 -4.23504978e-01  7.50605323e-05
   3.59248966e-02  9.63864386e-01  6.33177697e-05  7.24150887e-05
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  5.00000000e-01]]"
4,[1.72018595],[[[0 0 1 0 0]]],[[9.]],[2],[25.27981405],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[-9.72565889e-01  9.54719424e-01 -1.68247651e-02  3.99220648e-04
   2.69449115e-01  7.29783356e-01  1.95613655e-04  1.72677173e-04
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  6.00000000e-01]]"
5,[8.82772578],[[[0 0 1 0 0]]],[[10.]],[3],[21.17227422],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[-9.90671277e-01  9.79113340e-01  3.11634511e-01  6.29779242e-04
   6.99938953e-01  2.99077451e-01  2.07311678e-04  1.46531776e-04
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  7.00000000e-01]]"
6,[0.52391656],[[[0 0 1 0 0]]],[[12.]],[0],[35.47608344],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[-7.90302277e-01  9.87106800e-01  8.50612879e-01  1.73528073e-03
   9.78240252e-01  1.97633188e-02  1.74759436e-04  8.64221438e-05
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  8.00000000e-01]]"
7,[3.73704154],[[[0 1 0 0 0]]],[[5.]],[0],[11.26295846],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[-8.55645537e-01  9.94055390e-01  9.41650391e-01  1.03084324e-03
   9.86804366e-01  1.20056514e-02  1.08495689e-04  5.05970384e-05
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  9.00000000e-01]]"
8,[4.60190342],[[[0 1 0 0 0]]],[[8.]],[0],[19.39809658],[[0 0 0 0 0]],[[[0. 1. 0. 0. 0.]]],[[5.]],"[[-9.70330775e-01  9.98391867e-01  9.96994853e-01  4.61199379e-04
   9.90545988e-01  8.90506059e-03  6.04139786e-05  2.72891284e-05
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
9,[3.34709014],[[[0 1 0 0 0]]],[[8.]],[0],[20.65290986],[[0 0 0 0 0]],[[[0. 1. 0. 0. 0.]]],[[5.]],"[[-9.73122835e-01  9.99458075e-01  9.97961462e-01  4.52369248e-04
   9.90601063e-01  8.86017084e-03  5.94973353e-05  2.68452095e-05
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  1.10000000e+00]]"
