,learner reward,learner action,learner action cont,adv action,adv reward,psudo reward,real model action,real_model action cont,adv_state
0,[9.],[[[0 0 1 0 0]]],[[12.]],[1],[27.],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[-8.56125534e-01  7.88518727e-01 -3.08660090e-01  3.09001014e-04
   6.82720616e-02  9.30949092e-01  2.16829794e-04  2.53028702e-04
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  2.00000000e-01]]"
1,[15.],[[[0 0 1 0 0]]],[[10.]],[2],[15.],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[-9.25867260e-01  9.35241461e-01 -5.12264073e-01  7.91357306e-05
   2.22577285e-02  9.77518499e-01  6.51407390e-05  7.94964653e-05
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  3.00000000e-01]]"
2,[15.],[[[0 0 1 0 0]]],[[10.]],[2],[15.],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[-9.65848804e-01  9.76872206e-01 -6.16230965e-01  3.81372593e-05
   1.24170613e-02  9.87461627e-01  3.65936503e-05  4.66232086e-05
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  4.00000000e-01]]"
3,[1.93205874],[[[0 0 1 0 0]]],[[9.]],[2],[25.06794126],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[-9.76965129e-01  9.38440204e-01 -2.35905111e-01  1.80322313e-04
   9.71049592e-02  9.02471423e-01  1.20174744e-04  1.23139747e-04
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  5.00000000e-01]]"
4,[4.76876814],[[[0 0 1 0 0]]],[[9.]],[3],[22.23123186],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[-9.92718101e-01  9.66710091e-01  1.27173975e-01  4.97921312e-04
   4.52772349e-01  5.46349823e-01  2.10954939e-04  1.68903542e-04
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  6.00000000e-01]]"
5,[3.02464347],[[[0 1 0 0 0]]],[[5.]],[0],[11.97535653],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[-9.78256226e-01  9.81187344e-01  6.79531753e-01  6.05695823e-04
   9.48268712e-01  5.09339236e-02  1.22955214e-04  6.86744315e-05
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  7.00000000e-01]]"
6,[1.43666754],[[[0 1 0 0 0]]],[[8.]],[0],[22.56333246],[[0 0 0 0 0]],[[[0. 1. 0. 0. 0.]]],[[5.]],"[[-9.32671487e-01  9.93444264e-01  9.97908115e-01  5.88592258e-04
   9.90480840e-01  8.82809237e-03  7.05592684e-05  3.18869170e-05
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  8.00000000e-01]]"
7,[0.70585491],[[[0 1 0 0 0]]],[[6.]],[0],[17.29414509],[[0 0 0 0 0]],[[[0. 1. 0. 0. 0.]]],[[5.]],"[[-7.64636636e-01  9.97721910e-01  9.98282671e-01  1.74638734e-03
   9.89367545e-01  8.69084243e-03  1.34951435e-04  6.02991313e-05
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  9.00000000e-01]]"
8,[1.49230262],[[[0 1 0 0 0]]],[[5.]],[0],[13.50769738],[[0 0 0 0 0]],[[[0. 1. 0. 0. 0.]]],[[5.]],"[[-7.20348299e-01  9.99381363e-01  9.97494519e-01  2.32751016e-03
   9.88744855e-01  8.69603083e-03  1.60219046e-04  7.13930058e-05
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
9,[2.2922205],[[[0 1 0 0 0]]],[[6.]],[0],[15.7077795],[[0 0 0 0 0]],[[[0. 1. 0. 0. 0.]]],[[5.]],"[[-8.02533150e-01  9.99838352e-01  9.97062981e-01  1.36773603e-03
   9.89682674e-01  8.78127385e-03  1.16201911e-04  5.19956739e-05
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  1.10000000e+00]]"
