,learner reward,learner action,learner action cont,adv action,adv reward,psudo reward,real model action,real_model action cont,adv_state
0,[8.25],[[[0 0 1 0 0]]],[[11.]],[1],[24.75],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[-8.66707087e-01  7.63722539e-01 -2.74244964e-01  3.33712436e-04
   8.18362013e-02  9.17308986e-01  2.41391695e-04  2.79884145e-04
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  2.00000000e-01]]"
1,[18.],[[[0 0 1 0 0]]],[[12.]],[2],[18.],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[-9.15613413e-01  9.34635460e-01 -6.19188666e-01  5.29403333e-05
   1.23197427e-02  9.87515688e-01  4.84004267e-05  6.32062365e-05
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  3.00000000e-01]]"
2,[18.],[[[0 0 1 0 0]]],[[12.]],[2],[18.],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[-9.53743935e-01  9.79449868e-01 -7.63635039e-01  2.14513584e-05
   5.45292720e-03  9.94468689e-01  2.37637232e-05  3.31755655e-05
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  4.00000000e-01]]"
3,[4.37698006],[[[0 0 1 0 0]]],[[10.]],[0],[25.62301994],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[-9.91823316e-01  9.58568394e-01 -4.90541995e-01  5.60790468e-05
   2.48953067e-02  9.74936843e-01  5.10278915e-05  6.07700422e-05
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  5.00000000e-01]]"
4,[4.24122205],[[[0 0 1 0 0]]],[[9.]],[2],[22.75877795],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[-9.95865107e-01  9.69878852e-01 -2.31081724e-01  1.61041316e-04
   9.90643129e-02  9.00562763e-01  1.05766587e-04  1.06127394e-04
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  6.00000000e-01]]"
5,[1.60224047],[[[0 0 1 0 0]]],[[11.]],[2],[31.39775953],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[-9.60445881e-01  9.75369990e-01  3.01304549e-01  7.62610987e-04
   6.88064694e-01  3.10767233e-01  2.36864085e-04  1.68641374e-04
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  7.00000000e-01]]"
6,[2.50616037],[[[0 1 0 0 0]]],[[8.]],[0],[21.49383963],[[0 0 0 0 0]],[[[0. 1. 0. 0. 0.]]],[[5.]],"[[-9.81063664e-01  9.92147982e-01  9.97145295e-01  4.30552551e-04
   9.90585506e-01  8.89879465e-03  5.86250171e-05  2.65924027e-05
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  8.00000000e-01]]"
7,[1.84811011],[[[0 1 0 0 0]]],[[5.]],[0],[13.15188989],[[0 0 0 0 0]],[[[0. 1. 0. 0. 0.]]],[[5.]],"[[-9.21937943e-01  9.97205019e-01  9.98223305e-01  6.30408060e-04
   9.90454972e-01  8.80874693e-03  7.29909661e-05  3.28869646e-05
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  9.00000000e-01]]"
8,[6.7776944],[[[0 1 0 0 0]]],[[8.]],[0],[17.2223056],[[0 0 0 0 0]],[[[0. 1. 0. 0. 0.]]],[[5.]],"[[-9.85713422e-01  9.99225259e-01  9.96799648e-01  4.17459058e-04
   9.90573585e-01  8.92652385e-03  5.68116375e-05  2.56723197e-05
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
9,[1.96820954],[[[0 1 0 0 0]]],[[6.]],[0],[16.03179046],[[0 0 0 0 0]],[[[0. 1. 0. 0. 0.]]],[[5.]],"[[-9.30129051e-01  9.99716818e-01  9.98289585e-01  5.97530103e-04
   9.90486562e-01  8.81384686e-03  7.03247497e-05  3.16498190e-05
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  1.10000000e+00]]"
