,learner reward,learner action,learner action cont,adv action,adv reward,psudo reward,real model action,real_model action cont,adv_state
0,[8.],[[[0 0 1 0 0]]],[[11.]],[1],[22.],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[-8.69668305e-01  7.55100548e-01 -2.62610346e-01  3.43695574e-04
   8.69573355e-02  9.12157774e-01  2.50891608e-04  2.90299475e-04
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  2.00000000e-01]]"
1,[8.],[[[0 0 1 0 0]]],[[11.]],[1],[22.],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[-9.61588979e-01  9.02282953e-01 -2.33317271e-01  2.03385076e-04
   9.88611579e-02  9.00651813e-01  1.38730436e-04  1.44919381e-04
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  3.00000000e-01]]"
2,[12.],[[[0 0 1 0 0]]],[[11.]],[2],[12.],[[0 0 0 0 0]],[[[0. 1. 0. 0. 0.]]],[[8.]],"[[-9.93862808e-01  9.79843259e-01  9.84160900e-01  4.02732607e-04
   9.89947259e-01  9.56395920e-03  5.88730582e-05  2.71431563e-05
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  4.00000000e-01]]"
3,[0.],[[[0 1 0 0 0]]],[[5.]],[0],[24.],[[0 0 0 0 0]],[[[0. 1. 0. 0. 0.]]],[[8.]],"[[-7.12036490e-01  9.92299020e-01  9.98434186e-01  2.45630415e-03
   9.88664627e-01  8.63680430e-03  1.67475198e-04  7.48676903e-05
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  5.00000000e-01]]"
4,[4.],[[[0 1 0 0 0]]],[[8.]],[1],[11.],[[0 0 0 0 0]],[[[0. 1. 0. 0. 0.]]],[[5.]],"[[-9.24527884e-01  9.98277307e-01  9.96290803e-01  6.21125509e-04
   9.90366459e-01  8.90727714e-03  7.24244237e-05  3.26550471e-05
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  6.00000000e-01]]"
5,[4.],[[[0 1 0 0 0]]],[[8.]],[1],[11.],[[0 0 0 0 0]],[[[0. 1. 0. 0. 0.]]],[[5.]],"[[-9.74316001e-01  9.99467254e-01  9.97620404e-01  4.49051440e-04
   9.90586936e-01  8.87791160e-03  5.92654942e-05  2.67478699e-05
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  7.00000000e-01]]"
6,[4.],[[[0 1 0 0 0]]],[[6.]],[1],[11.],[[0 0 0 0 0]],[[[0. 1. 0. 0. 0.]]],[[5.]],"[[-9.83478367e-01  9.99820232e-01  9.97850299e-01  4.23023914e-04
   9.90620852e-01  8.87333602e-03  5.71049641e-05  2.57755291e-05
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  8.00000000e-01]]"
7,[4.],[[[0 1 0 0 0]]],[[7.]],[1],[11.],[[0 0 0 0 0]],[[[0. 1. 0. 0. 0.]]],[[5.]],"[[-9.85113680e-01  9.99935389e-01  9.97891605e-01  4.18535987e-04
   9.90626574e-01  8.87256302e-03  5.67217758e-05  2.56022759e-05
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  9.00000000e-01]]"
8,[4.],[[[0 1 0 0 0]]],[[5.]],[1],[11.],[[0 0 0 0 0]],[[[0. 1. 0. 0. 0.]]],[[5.]],"[[-9.85403001e-01  9.99973536e-01  9.97899592e-01  4.17745498e-04
   9.90627646e-01  8.87240283e-03  5.66522067e-05  2.55705072e-05
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
9,[4.],[[[0 1 0 0 0]]],[[5.]],[1],[11.],[[0 0 0 0 0]],[[[0. 1. 0. 0. 0.]]],[[5.]],"[[-9.85453904e-01  9.99986351e-01  9.97901261e-01  4.17606003e-04
   9.90627885e-01  8.87237210e-03  5.66392519e-05  2.55644918e-05
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  1.10000000e+00]]"
