,learner reward,learner action,learner action cont,adv action,adv reward,psudo reward,real model action,real_model action cont,adv_state
0,[15.],[[[0 0 0 0 1]]],[[18.]],[1],[45.],[[0 0 0 0 0]],[[[0. 0. 0. 0. 1.]]],[[20.]],"[[ 0.48504823  0.97656369 -0.10954336  0.47848928  0.02235436  0.03336155
   0.01030617  0.45548865  0.          0.          0.          0.
   1.          0.02      ]]"
1,[30.],[[[1 0 0 0 0]]],[[4.]],[2],[30.],[[0 0 0 0 0]],[[[0. 0. 0. 0. 1.]]],[[20.]],"[[ 0.64674729  0.97661024 -0.28408033  0.33994344  0.01482856  0.02602702
   0.0088556   0.6103453   0.          0.          0.          0.
   1.          0.03      ]]"
2,[0.],[[[0 0 0 0 1]]],[[17.]],[0],[60.],[[0 0 0 0 0]],[[[0. 0. 0. 0. 1.]]],[[20.]],"[[ 0.73652661  0.93649858 -0.07857621  0.47926551  0.00951235  0.01449112
   0.00461349  0.49211752  1.          0.          0.          0.
   0.          0.04      ]]"
3,[0.],[[[0 0 0 0 1]]],[[18.]],[4],[0.],[[0 0 0 0 0]],[[[1. 0. 0. 0. 0.]]],[[0.]],"[[0.86494327 0.16575688 0.50226671 0.60100114 0.00506321 0.01423477
  0.00161023 0.37809065 0.         0.         0.         0.
  1.         0.05      ]]"
4,[30.],[[[0 0 0 0 1]]],[[18.]],[2],[30.],[[0 0 0 0 0]],[[[0. 0. 0. 0. 1.]]],[[20.]],"[[ 0.86894917  0.9076826  -0.18459654  0.37459749  0.00664124  0.01165239
   0.0038424   0.60326648  0.          0.          0.          0.
   1.          0.06      ]]"
5,[0.],[[[0 0 0 0 1]]],[[19.]],[0],[60.],[[0 0 0 0 0]],[[[0. 0. 0. 0. 1.]]],[[20.]],"[[ 0.90267646  0.88728362 -0.0384653   0.47903383  0.00529656  0.0083095
   0.00261251  0.50474763  1.          0.          0.          0.
   0.          0.07      ]]"
6,[0.],[[[0 0 0 0 1]]],[[19.]],[4],[0.],[[0 0 0 0 0]],[[[1. 0. 0. 0. 0.]]],[[0.]],"[[ 0.94204885 -0.06111332  0.46681625  0.46811476  0.0046701   0.01917648
   0.00170193  0.50633669  1.          0.          0.          0.
   0.          0.08      ]]"
7,[0.],[[[1 0 0 0 0]]],[[0.001]],[4],[0.],[[0 0 0 0 0]],[[[1. 0. 0. 0. 0.]]],[[0.]],"[[ 0.76013923 -0.23760346  0.78570193  0.65091991  0.00653345  0.02601358
   0.00162178  0.31491128  0.          0.          0.          0.
   1.          0.09      ]]"
8,[30.],[[[1 0 0 0 0]]],[[0.001]],[2],[30.],[[0 0 0 0 0]],[[[0. 0. 0. 0. 1.]]],[[20.]],"[[ 0.79365861  0.91768569 -0.166931    0.39725918  0.00849337  0.0144729
   0.00468839  0.57508618  0.          0.          0.          0.
   1.          0.1       ]]"
9,[0.],[[[0 0 0 0 1]]],[[19.]],[0],[60.],[[0 0 0 0 0]],[[[0. 0. 0. 0. 1.]]],[[20.]],"[[ 0.84609413  0.90492088 -0.0258394   0.5012114   0.00629705  0.00952178
   0.00299117  0.47997856  1.          0.          0.          0.
   0.          0.11      ]]"
