,learner reward,learner action,learner action cont,adv action,adv reward,psudo reward,real model action,real_model action cont,adv_state
0,[15.],[[[0 0 0 0 1]]],[[18.]],[1],[45.],[[0 0 0 0 0]],[[[0. 0. 0. 0. 1.]]],[[20.]],"[[ 0.48504823  0.97656369 -0.10954336  0.47848928  0.02235436  0.03336155
   0.01030617  0.45548865  0.          0.          1.          0.
   0.          0.02      ]]"
1,[0.],[[[1 0 0 0 0]]],[[4.]],[0],[30.],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[ 0.2307142   0.91675341 -0.08101618  0.45534426  0.04985094  0.08018939
   0.02095848  0.39365691  0.          0.          0.          0.
   1.          0.03      ]]"
2,[30.],[[[0 0 0 0 1]]],[[18.]],[2],[30.],[[0 0 0 0 0]],[[[0. 0. 0. 0. 1.]]],[[20.]],"[[ 0.46727574  0.98796219 -0.28757364  0.34368911  0.02694468  0.04699674
   0.01525725  0.56711227  0.          0.          0.          0.
   1.          0.04      ]]"
3,[0.],[[[0 0 0 0 1]]],[[18.]],[0],[60.],[[0 0 0 0 0]],[[[0. 0. 0. 0. 1.]]],[[20.]],"[[ 0.59950238  0.94987428 -0.05643358  0.50881517  0.01468668  0.02158099
   0.00662834  0.44828877  0.          0.          0.          0.
   1.          0.05      ]]"
4,[0.],[[[0 0 0 0 1]]],[[20.]],[0],[60.],[[0 0 0 0 0]],[[[0. 0. 0. 0. 1.]]],[[20.]],"[[0.69499761 0.93010551 0.04210656 0.57599491 0.00959017 0.01314786
  0.00398002 0.39728707 1.         0.         0.         0.
  0.         0.06      ]]"
5,[0.],[[[0 0 0 0 1]]],[[18.]],[4],[0.],[[0 0 0 0 0]],[[[1. 0. 0. 0. 0.]]],[[0.]],"[[0.83320761 0.16994622 0.5062415  0.60752302 0.00559029 0.01557721
  0.0017503  0.3695592  0.         0.         0.         0.
  1.         0.07      ]]"
6,[45.],[[[1 0 0 0 0]]],[[1.]],[3],[15.],[[0 0 0 0 0]],[[[0. 0. 0. 0. 1.]]],[[20.]],"[[ 0.80468059  0.9362787  -0.43120098  0.22338845  0.00907866  0.01941756
   0.00687274  0.74124259  0.          0.          0.          0.
   1.          0.08      ]]"
7,[0.],[[[0 0 0 0 1]]],[[20.]],[0],[60.],[[0 0 0 0 0]],[[[0. 0. 0. 0. 1.]]],[[20.]],"[[ 0.85805774  0.91910493 -0.11801135  0.43217066  0.00653961  0.01057497
   0.00346831  0.54724646  0.          0.          0.          0.
   1.          0.09      ]]"
8,[0.],[[[0 0 0 0 1]]],[[20.]],[0],[60.],[[0 0 0 0 0]],[[[0. 0. 0. 0. 1.]]],[[20.]],"[[ 0.89358521  0.88482594 -0.00154145  0.50861168  0.00526979  0.00801
   0.00248136  0.47562709  0.          0.          0.          0.
   1.          0.1       ]]"
9,[30.],[[[0 0 0 0 1]]],[[17.]],[2],[30.],[[0 0 0 0 0]],[[[0. 0. 0. 0. 1.]]],[[20.]],"[[ 0.92530853  0.92432946 -0.25346294  0.32647094  0.00563605  0.01028025
   0.00358477  0.654028    0.          0.          0.          0.
   1.          0.11      ]]"
