,learner reward,learner action,learner action cont,adv action,adv reward,psudo reward,real model action,real_model action cont,adv_state
0,[15.],[[[0 0 1 0 0]]],[[10.]],[1],[45.],[[0 0 0 0 0]],[[[0. 0. 0. 0. 1.]]],[[20.]],"[[ 0.48504823  0.97656369 -0.10954336  0.47848928  0.02235436  0.03336155
   0.01030617  0.45548865  0.          0.          0.          0.
   1.          0.02      ]]"
1,[30.],[[[0 0 0 0 1]]],[[17.]],[2],[30.],[[0 0 0 0 0]],[[[0. 0. 0. 0. 1.]]],[[20.]],"[[ 0.64674729  0.97661024 -0.28408033  0.33994344  0.01482856  0.02602702
   0.0088556   0.6103453   0.          0.          0.          0.
   1.          0.03      ]]"
2,[0.],[[[1 0 0 0 0]]],[[3.]],[0],[60.],[[0 0 0 0 0]],[[[0. 0. 0. 0. 1.]]],[[20.]],"[[ 0.73652661  0.93649858 -0.07857621  0.47926551  0.00951235  0.01449112
   0.00461349  0.49211752  1.          0.          0.          0.
   0.          0.04      ]]"
3,[0.],[[[1 0 0 0 0]]],[[3.]],[4],[0.],[[0 0 0 0 0]],[[[1. 0. 0. 0. 0.]]],[[0.]],"[[0.86494327 0.16575688 0.50226671 0.60100114 0.00506321 0.01423477
  0.00161023 0.37809065 1.         0.         0.         0.
  0.         0.05      ]]"
4,[0.],[[[1 0 0 0 0]]],[[2.]],[4],[0.],[[0 0 0 0 0]],[[[1. 0. 0. 0. 0.]]],[[0.]],"[[ 0.745821   -0.16152476  0.73994339  0.64869928  0.0069076   0.02560198
   0.00176197  0.31702915  0.          0.          0.          0.
   1.          0.06      ]]"
5,[30.],[[[0 0 0 0 1]]],[[19.]],[2],[30.],[[0 0 0 0 0]],[[[0. 0. 0. 0. 1.]]],[[20.]],"[[ 0.78511339  0.92264241 -0.17238165  0.39562732  0.00876516  0.01490702
   0.00485034  0.57585013  0.          0.          0.          0.
   1.          0.07      ]]"
6,[0.],[[[1 0 0 0 0]]],[[1.]],[0],[60.],[[0 0 0 0 0]],[[[0. 0. 0. 0. 1.]]],[[20.]],"[[ 0.83969069  0.90713602 -0.03009476  0.49918243  0.00645818  0.00977524
   0.00307543  0.48150873  0.          0.          0.          0.
   1.          0.08      ]]"
7,[30.],[[[1 0 0 0 0]]],[[4.]],[2],[30.],[[0 0 0 0 0]],[[[0. 0. 0. 0. 1.]]],[[20.]],"[[ 0.88988984  0.93563706 -0.26197815  0.32716736  0.00639011  0.01156798
   0.0040486   0.65082598  0.          0.          0.          0.
   1.          0.09      ]]"
8,[0.],[[[0 0 0 0 1]]],[[19.]],[0],[60.],[[0 0 0 0 0]],[[[0. 0. 0. 0. 1.]]],[[20.]],"[[ 0.91873264  0.88709831 -0.09045978  0.43583795  0.0052519   0.00866195
   0.00277139  0.54747689  0.          0.          0.          0.
   1.          0.1       ]]"
9,[30.],[[[1 0 0 0 0]]],[[3.]],[2],[30.],[[0 0 0 0 0]],[[[0. 0. 0. 0. 1.]]],[[20.]],"[[ 0.9442178   0.92397279 -0.27229467  0.31173289  0.00531894  0.00987798
   0.00348078  0.6695894   0.          0.          0.          0.
   1.          0.11      ]]"
