,learner reward,learner action,learner action cont,adv action,adv reward,psudo reward,real model action,real_model action cont,adv_state
0,[15.],[[[0 0 1 0 0]]],[[10.]],[1],[45.],[[0 0 0 0 0]],[[[0. 0. 0. 0. 1.]]],[[20.]],"[[ 0.48504823  0.97656369 -0.10954336  0.47848928  0.02235436  0.03336155
   0.01030617  0.45548865  1.          0.          0.          0.
   0.          0.02      ]]"
1,[0.],[[[0 0 0 0 1]]],[[20.]],[4],[0.],[[0 0 0 0 0]],[[[1. 0. 0. 0. 0.]]],[[0.]],"[[0.73714471 0.39771277 0.4428983  0.65815389 0.00707971 0.01485632
  0.00216583 0.31774414 1.         0.         0.         0.
  0.         0.03      ]]"
2,[0.],[[[0 0 0 0 1]]],[[19.]],[4],[0.],[[0 0 0 0 0]],[[[1. 0. 0. 0. 0.]]],[[0.]],"[[0.72406667 0.01453618 0.69306159 0.68610352 0.0068911  0.02042566
  0.00174959 0.28483018 0.         0.         0.         0.
  1.         0.04      ]]"
3,[30.],[[[0 0 0 0 1]]],[[18.]],[2],[30.],[[0 0 0 0 0]],[[[0. 0. 0. 0. 1.]]],[[20.]],"[[ 0.77132261  0.9280566  -0.15403515  0.41310209  0.00904988  0.01500381
   0.00487002  0.55797422  1.          0.          0.          0.
   0.          0.05      ]]"
4,[0.],[[[1 0 0 0 0]]],[[3.]],[4],[0.],[[0 0 0 0 0]],[[[1. 0. 0. 0. 0.]]],[[0.]],"[[0.88666278 0.15142687 0.4887839  0.58302993 0.00483865 0.01407538
  0.00158126 0.39647478 1.         0.         0.         0.
  0.         0.06      ]]"
5,[0.],[[[1 0 0 0 0]]],[[2.]],[4],[0.],[[0 0 0 0 0]],[[[1. 0. 0. 0. 0.]]],[[0.]],"[[ 0.75562572 -0.18467805  0.73785532  0.63730866  0.00683239  0.0262802
   0.00176496  0.32781371  0.          0.          0.          1.
   0.          0.07      ]]"
6,[0.],[[[1 0 0 0 0]]],[[1.]],[0],[45.],[[0 0 0 0 0]],[[[0. 0. 0. 1. 0.]]],[[15.]],"[[0.0434325  0.52523148 0.82982171 0.8643235  0.02725069 0.03329831
  0.00408248 0.07104502 1.         0.         0.         0.
  0.         0.08      ]]"
7,[0.],[[[0 1 0 0 0]]],[[7.]],[4],[0.],[[0 0 0 0 0]],[[[1. 0. 0. 0. 0.]]],[[0.]],"[[ 0.20789367 -0.01783958  0.89110267  0.76010209  0.02598441  0.0682985
   0.00449563  0.14111936  1.          0.          0.          0.
   0.          0.09      ]]"
8,[0.],[[[1 0 0 0 0]]],[[4.]],[4],[0.],[[0 0 0 0 0]],[[[1. 0. 0. 0. 0.]]],[[0.]],"[[0.35784739 0.20640026 0.85069895 0.83007169 0.01390313 0.02677563
  0.00246429 0.12678537 1.         0.         0.         0.
  0.         0.1       ]]"
9,[0.],[[[0 0 1 0 0]]],[[9.]],[4],[0.],[[0 0 0 0 0]],[[[1. 0. 0. 0. 0.]]],[[0.]],"[[0.44844019 0.21596904 0.90660083 0.86100692 0.00907913 0.01625803
  0.0015414  0.11211443 0.         0.         0.         0.
  1.         0.11      ]]"
