,learner reward,learner action,learner action cont,adv action,adv reward,psudo reward,real model action,real_model action cont,adv_state
0,[15.],[[[0 1 0 0 0]]],[[5.]],[1],[45.],[[0 0 0 0 0]],[[[0. 0. 0. 0. 1.]]],[[20.]],"[[ 0.48504823  0.97656369 -0.10954336  0.47848928  0.02235436  0.03336155
   0.01030617  0.45548865  1.          0.          0.          0.
   0.          0.02      ]]"
1,[0.],[[[1 0 0 0 0]]],[[2.]],[4],[0.],[[0 0 0 0 0]],[[[1. 0. 0. 0. 0.]]],[[0.]],"[[0.73714471 0.39771277 0.4428983  0.65815389 0.00707971 0.01485632
  0.00216583 0.31774414 0.         0.         0.         0.
  1.         0.03      ]]"
2,[30.],[[[0 0 0 0 1]]],[[17.]],[2],[30.],[[0 0 0 0 0]],[[[0. 0. 0. 0. 1.]]],[[20.]],"[[ 0.79197717  0.93527013 -0.182153    0.39295197  0.00857687  0.01443907
   0.00479344  0.57923865  1.          0.          0.          0.
   0.          0.04      ]]"
3,[0.],[[[0 0 0 0 1]]],[[17.]],[4],[0.],[[0 0 0 0 0]],[[[1. 0. 0. 0. 0.]]],[[0.]],"[[0.89788663 0.13504544 0.46080494 0.55290031 0.00487911 0.014947
  0.00166312 0.42561048 0.         0.         0.         0.
  1.         0.05      ]]"
4,[30.],[[[1 0 0 0 0]]],[[1.]],[2],[30.],[[0 0 0 0 0]],[[[0. 0. 0. 0. 1.]]],[[20.]],"[[ 0.89075899  0.9025293  -0.20322615  0.35695547  0.00623499  0.0112168
   0.0037194   0.62187338  1.          0.          0.          0.
   0.          0.06      ]]"
5,[0.],[[[1 0 0 0 0]]],[[4.]],[4],[0.],[[0 0 0 0 0]],[[[1. 0. 0. 0. 0.]]],[[0.]],"[[0.94573963 0.01473039 0.4830789  0.51477927 0.00435129 0.01565499
  0.00152053 0.46369398 0.         0.         0.         0.
  1.         0.07      ]]"
6,[30.],[[[1 0 0 0 0]]],[[3.]],[2],[30.],[[0 0 0 0 0]],[[[0. 0. 0. 0. 1.]]],[[20.]],"[[ 0.91666979  0.88924056 -0.21012367  0.34472725  0.00573941  0.01059661
   0.00349367  0.63544315  0.          0.          0.          0.
   1.          0.08      ]]"
7,[0.],[[[0 0 0 0 1]]],[[17.]],[0],[60.],[[0 0 0 0 0]],[[[0. 0. 0. 0. 1.]]],[[20.]],"[[ 0.93839467  0.87553489 -0.04897992  0.46259108  0.00475484  0.00766122
   0.00240958  0.52258325  0.          0.          0.          0.
   1.          0.09      ]]"
8,[30.],[[[0 0 0 0 1]]],[[19.]],[2],[30.],[[0 0 0 0 0]],[[[0. 0. 0. 0. 1.]]],[[20.]],"[[ 0.95630467  0.91762286 -0.26340348  0.31470349  0.00508486  0.00944884
   0.00331063  0.66745216  0.          0.          0.          0.
   1.          0.1       ]]"
9,[0.],[[[0 0 0 0 1]]],[[20.]],[0],[60.],[[0 0 0 0 0]],[[[0. 0. 0. 0. 1.]]],[[20.]],"[[ 0.96773744  0.86696559 -0.09261952  0.42160273  0.00447427  0.00761056
   0.00241733  0.56389505  0.          0.          0.          0.
   1.          0.11      ]]"
