,adv action,condition,git,investment,repay
0,[2],"""adv""","('644a2f6ca9ee7e9393d0632bffcb05fe8e280b8a', 'vec')",17,[25.5]
1,[2],"""adv""","('644a2f6ca9ee7e9393d0632bffcb05fe8e280b8a', 'vec')",14,[21.]
2,[2],"""adv""","('644a2f6ca9ee7e9393d0632bffcb05fe8e280b8a', 'vec')",15,[22.5]
3,[1],"""adv""","('644a2f6ca9ee7e9393d0632bffcb05fe8e280b8a', 'vec')",11,[8.25]
4,[1],"""adv""","('644a2f6ca9ee7e9393d0632bffcb05fe8e280b8a', 'vec')",17,[12.75]
5,[2],"""adv""","('644a2f6ca9ee7e9393d0632bffcb05fe8e280b8a', 'vec')",15,[22.5]
6,[2],"""adv""","('644a2f6ca9ee7e9393d0632bffcb05fe8e280b8a', 'vec')",16,[24.]
7,[1],"""adv""","('644a2f6ca9ee7e9393d0632bffcb05fe8e280b8a', 'vec')",14,[10.5]
8,[2],"""adv""","('644a2f6ca9ee7e9393d0632bffcb05fe8e280b8a', 'vec')",17,[25.5]
9,[1],"""adv""","('644a2f6ca9ee7e9393d0632bffcb05fe8e280b8a', 'vec')",17,[12.75]
