,r1,r2,rnn action,adv action,adv reward,real model action
0,0.0,0.0,[[1 0]],[0],[0.],
1,0.0,0.0,[[1 0]],[0],[1.],
2,0.0,0.0,[[0 1]],[0],[1.],
3,1.0,0.0,[[1 0]],[1],[0.],
4,1.0,1.0,[[1 0]],[3],[1.],
5,0.0,1.0,[[1 0]],[2],[1.],
6,0.0,0.0,[[1 0]],[0],[1.],
7,0.0,0.0,[[1 0]],[0],[1.],
8,0.0,0.0,[[1 0]],[0],[1.],
9,0.0,0.0,[[1 0]],[0],[1.],
10,1.0,0.0,[[1 0]],[1],[1.],
11,0.0,0.0,[[1 0]],[0],[1.],
12,0.0,0.0,[[1 0]],[0],[1.],
13,0.0,0.0,[[1 0]],[0],[1.],
14,0.0,0.0,[[1 0]],[0],[1.],
15,0.0,0.0,[[1 0]],[0],[1.],
16,0.0,0.0,[[1 0]],[0],[1.],
17,0.0,0.0,[[1 0]],[0],[1.],
18,1.0,0.0,[[1 0]],[1],[1.],
19,0.0,1.0,[[1 0]],[2],[1.],
20,0.0,0.0,[[1 0]],[0],[1.],
21,0.0,0.0,[[1 0]],[0],[1.],
22,0.0,0.0,[[1 0]],[0],[1.],
23,0.0,0.0,[[1 0]],[0],[1.],
24,1.0,0.0,[[0 1]],[1],[1.],
25,1.0,0.0,[[1 0]],[1],[0.],
26,1.0,1.0,[[1 0]],[3],[1.],
27,0.0,1.0,[[1 0]],[2],[1.],
28,1.0,1.0,[[1 0]],[3],[1.],
29,0.0,1.0,[[1 0]],[2],[1.],
30,0.0,1.0,[[1 0]],[2],[1.],
31,1.0,1.0,[[1 0]],[3],[1.],
32,0.0,1.0,[[1 0]],[2],[1.],
33,0.0,1.0,[[1 0]],[2],[1.],
34,0.0,1.0,[[1 0]],[2],[1.],
35,1.0,1.0,[[1 0]],[3],[1.],
36,0.0,1.0,[[1 0]],[2],[1.],
37,0.0,1.0,[[1 0]],[2],[1.],
38,0.0,1.0,[[1 0]],[2],[1.],
39,0.0,1.0,[[1 0]],[2],[1.],
40,0.0,1.0,[[1 0]],[2],[1.],
41,1.0,1.0,[[1 0]],[3],[1.],
42,0.0,1.0,[[1 0]],[2],[1.],
43,0.0,1.0,[[1 0]],[2],[1.],
44,0.0,1.0,[[1 0]],[2],[1.],
45,1.0,0.0,[[1 0]],[1],[1.],
46,0.0,1.0,[[1 0]],[2],[1.],
47,0.0,1.0,[[1 0]],[2],[1.],
48,1.0,0.0,[[1 0]],[1],[1.],
49,0.0,1.0,[[1 0]],[2],[1.],
50,1.0,0.0,[[1 0]],[1],[1.],
51,0.0,0.0,[[1 0]],[2],[1.],
52,0.0,0.0,[[1 0]],[2],[1.],
53,1.0,0.0,[[1 0]],[1],[1.],
54,0.0,0.0,[[1 0]],[2],[1.],
55,0.0,0.0,[[1 0]],[2],[1.],
56,1.0,0.0,[[1 0]],[1],[1.],
57,0.0,0.0,[[1 0]],[2],[1.],
58,0.0,0.0,[[1 0]],[2],[1.],
59,1.0,0.0,[[1 0]],[1],[1.],
60,0.0,0.0,[[1 0]],[2],[1.],
61,0.0,0.0,[[1 0]],[2],[1.],
62,0.0,0.0,[[1 0]],[2],[1.],
63,1.0,0.0,[[1 0]],[1],[1.],
64,0.0,0.0,[[1 0]],[2],[1.],
65,0.0,0.0,[[1 0]],[2],[1.],
66,0.0,0.0,[[1 0]],[2],[1.],
67,1.0,0.0,[[1 0]],[1],[1.],
68,0.0,0.0,[[1 0]],[2],[1.],
69,0.0,0.0,[[1 0]],[2],[1.],
70,0.0,0.0,[[1 0]],[2],[1.],
71,0.0,0.0,[[1 0]],[2],[1.],
72,1.0,0.0,[[1 0]],[1],[1.],
73,0.0,0.0,[[1 0]],[0],[1.],
74,0.0,0.0,[[1 0]],[2],[1.],
75,0.0,0.0,[[1 0]],[2],[1.],
76,0.0,0.0,[[1 0]],[2],[1.],
77,1.0,0.0,[[1 0]],[1],[1.],
78,0.0,0.0,[[1 0]],[0],[1.],
79,0.0,0.0,[[1 0]],[0],[1.],
80,0.0,0.0,[[1 0]],[2],[1.],
81,0.0,0.0,[[1 0]],[2],[1.],
82,1.0,0.0,[[1 0]],[1],[1.],
83,1.0,0.0,[[1 0]],[1],[1.],
84,1.0,0.0,[[1 0]],[1],[1.],
85,1.0,0.0,[[1 0]],[1],[1.],
86,0.0,0.0,[[1 0]],[1],[1.],
87,0.0,0.0,[[1 0]],[1],[1.],
88,0.0,0.0,[[1 0]],[0],[1.],
89,0.0,0.0,[[1 0]],[0],[1.],
90,0.0,0.0,[[1 0]],[1],[1.],
91,0.0,0.0,[[1 0]],[1],[1.],
92,0.0,0.0,[[1 0]],[1],[1.],
93,0.0,0.0,[[1 0]],[1],[1.],
94,0.0,0.0,[[1 0]],[1],[1.],
95,0.0,0.0,[[1 0]],[1],[1.],
96,0.0,0.0,[[1 0]],[1],[1.],
97,0.0,0.0,[[1 0]],[1],[1.],
98,0.0,0.0,[[1 0]],[1],[1.],
99,0.0,0.0,[[1 0]],[1],[1.],
