,learner reward,learner action,learner action cont,adv action,adv reward,psudo reward,real model action,real_model action cont,adv_state
0,[8.],[[[0 0 1 0 0]]],[[9.]],[1],[22.],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[-8.69668305e-01  7.55100548e-01 -2.62610346e-01  3.43695574e-04
   8.69573355e-02  9.12157774e-01  2.50891608e-04  2.90299475e-04
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  2.00000000e-01]]"
1,[23.],[[[0 1 0 0 0]]],[[5.]],[3],[7.],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[-8.97931457e-01  9.43953514e-01 -7.49682009e-01  3.32413183e-05
   5.94554050e-03  9.93940711e-01  3.34708639e-05  4.71782623e-05
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  3.00000000e-01]]"
2,[0.],[[[0 0 1 0 0]]],[[10.]],[0],[30.],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[-8.90074193e-01  7.45388687e-01 -2.59446204e-01  3.05278634e-04
   8.83529112e-02  9.10826743e-01  2.38087043e-04  2.76824721e-04
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  4.00000000e-01]]"
3,[0.],[[[0 1 0 0 0]]],[[7.]],[0],[15.],[[0 0 0 0 0]],[[[0. 1. 0. 0. 0.]]],[[5.]],"[[-9.37853158e-01  9.23979282e-01  9.86688197e-01  5.82555193e-04
   9.89969432e-01  9.32800584e-03  8.14113810e-05  3.86415195e-05
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  5.00000000e-01]]"
4,[0.],[[[0 1 0 0 0]]],[[5.]],[0],[15.],[[0 0 0 0 0]],[[[0. 1. 0. 0. 0.]]],[[5.]],"[[-6.61853194e-01  9.73256469e-01  9.97596145e-01  3.41121154e-03
   9.87664759e-01  8.61653220e-03  2.11927661e-04  9.56353033e-05
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  6.00000000e-01]]"
5,[4.],[[[0 1 0 0 0]]],[[8.]],[1],[11.],[[0 0 0 0 0]],[[[0. 1. 0. 0. 0.]]],[[5.]],"[[-9.09716070e-01  9.94520247e-01  9.95421827e-01  6.84770581e-04
   9.90266621e-01  8.93602427e-03  7.74792788e-05  3.50060072e-05
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  7.00000000e-01]]"
6,[0.],[[[0 1 0 0 0]]],[[7.]],[0],[15.],[[0 0 0 0 0]],[[[0. 1. 0. 0. 0.]]],[[5.]],"[[-5.81686974e-01  9.98105466e-01  9.98337448e-01  5.69683034e-03
   9.85373616e-01  8.53252970e-03  2.75173225e-04  1.21783371e-04
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  8.00000000e-01]]"
7,[4.],[[[0 1 0 0 0]]],[[5.]],[1],[11.],[[0 0 0 0 0]],[[[0. 1. 0. 0. 0.]]],[[5.]],"[[-8.75640333e-01  9.99646306e-01  9.95373428e-01  8.53347243e-04
   9.90100801e-01  8.91884323e-03  8.76583508e-05  3.94163253e-05
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  9.00000000e-01]]"
8,[0.],[[[0 1 0 0 0]]],[[8.]],[0],[15.],[[0 0 0 0 0]],[[[0. 1. 0. 0. 0.]]],[[5.]],"[[-5.22147655e-01  9.99870300e-01  9.98278618e-01  8.35698936e-03
   9.82670486e-01  8.47476814e-03  3.45426786e-04  1.52258202e-04
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
9,[0.],[[[0 1 0 0 0]]],[[7.]],[0],[15.],[[0 0 0 0 0]],[[[0. 1. 0. 0. 0.]]],[[5.]],"[[0.23581223 0.99994504 0.99659175 0.53311753 0.45861185 0.0037668
  0.00316155 0.00134229 0.         1.         0.         0.
  0.         1.1       ]]"
