,learner reward,learner action,learner action cont,adv action,adv reward,psudo reward,real model action,real_model action cont,adv_state
0,[15.],[[[0 0 1 0 0]]],[[9.]],[2],[15.],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[0.00406229 0.99915618 0.98175979 0.89148575 0.32433552 0.93506426
  0.00395845 0.05156835 0.00776586 0.00164314 0.         0.
  1.         0.         0.         0.2       ]]"
1,[8.],[[[1 0 0 0 0]]],[[4.]],[1],[22.],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[0.21192665 0.99999821 0.99923658 0.97383523 0.71239775 0.79925543
  0.00709009 0.18578885 0.00640535 0.00146026 1.         0.
  0.         0.         0.         0.3       ]]"
2,[0.],[[[0 0 1 0 0]]],[[10.]],[4],[0.],[[0 0 0 0 0]],[[[1. 0. 0. 0. 0.]]],[[0.]],"[[ 2.14131460e-01  7.31121749e-02  9.99982595e-01 -2.40681916e-01
   9.14464295e-01  7.78971255e-01  7.40611255e-02  1.37932181e-01
   8.53881892e-03  4.96630324e-04  1.00000000e+00  0.00000000e+00
   0.00000000e+00  0.00000000e+00  0.00000000e+00  4.00000000e-01]]"
3,[0.],[[[1 0 0 0 0]]],[[4.]],[4],[0.],[[0 0 0 0 0]],[[[1. 0. 0. 0. 0.]]],[[0.]],"[[ 2.19637498e-01 -9.05640006e-01  9.78523970e-01 -5.38904786e-01
   8.59821856e-01  4.04090047e-01  2.07264259e-01  3.77716810e-01
   1.00296419e-02  8.99170234e-04  1.00000000e+00  0.00000000e+00
   0.00000000e+00  0.00000000e+00  0.00000000e+00  5.00000000e-01]]"
4,[0.],[[[0 0 1 0 0]]],[[11.]],[4],[0.],[[0 0 0 0 0]],[[[1. 0. 0. 0. 0.]]],[[0.]],"[[ 0.22115564 -0.98537856  0.91872203 -0.54525471 -0.17484847  0.85301012
   0.07123415  0.05082238  0.01852644  0.00640688  1.          0.
   0.          0.          0.          0.6       ]]"
5,[0.],[[[1 0 0 0 0]]],[[3.]],[0],[0.],[[0 0 0 0 0]],[[[1. 0. 0. 0. 0.]]],[[0.]],"[[ 0.21484546 -0.95916957  0.85461473 -0.46834254  0.14171408  0.68925726
   0.12415142  0.15954667  0.02121744  0.00582731  1.          0.
   0.          0.          0.          0.7       ]]"
6,[0.],[[[1 0 0 0 0]]],[[2.]],[0],[0.],[[0 0 0 0 0]],[[[1. 0. 0. 0. 0.]]],[[0.]],"[[ 0.21234722 -0.97045046  0.87492985 -0.43573198  0.15600052  0.68223667
   0.12009983  0.17158021  0.02038345  0.00569983  1.          0.
   0.          0.          0.          0.8       ]]"
7,[0.],[[[1 0 0 0 0]]],[[3.]],[0],[0.],[[0 0 0 0 0]],[[[1. 0. 0. 0. 0.]]],[[0.]],"[[ 0.21022837 -0.97139043  0.89239842 -0.42702878  0.15933815  0.69056803
   0.11608262  0.16823739  0.01967133  0.00544071  1.          0.
   0.          0.          0.          0.9       ]]"
8,[0.],[[[1 0 0 0 0]]],[[3.]],[1],[0.],[[0 0 0 0 0]],[[[1. 0. 0. 0. 0.]]],[[0.]],"[[ 0.20825143 -0.9715457   0.89982784 -0.43056732  0.16174807  0.6959095
   0.11516228  0.16430281  0.01937116  0.00525428  1.          0.
   0.          0.          0.          1.        ]]"
9,[0.],[[[1 0 0 0 0]]],[[1.]],[0],[0.],[[0 0 0 0 0]],[[[1. 0. 0. 0. 0.]]],[[0.]],"[[ 0.20629518 -0.97188216  0.90172195 -0.43592879  0.15932219  0.70008862
   0.11488549  0.1605057   0.01933354  0.00518667  1.          0.
   0.          0.          0.          1.1       ]]"
