,learner reward,learner action,learner action cont,adv action,adv reward,psudo reward,real model action,real_model action cont,adv_state
0,[15.],[[[0 0 1 0 0]]],[[11.]],[2],[15.],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[-0.23604636  0.9993431  -0.28683484  0.01607163  0.08774742  0.89328432
   0.00157544  0.00132107  0.          0.          1.          0.
   0.          0.2       ]]"
1,[15.],[[[0 0 1 0 0]]],[[9.]],[2],[15.],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[-5.65676928e-01  9.99679625e-01 -2.43316323e-01  4.08520084e-03
   1.37867585e-01  8.56718421e-01  7.33204884e-04  5.95628226e-04
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  3.00000000e-01]]"
2,[23.],[[[0 0 1 0 0]]],[[9.]],[3],[7.],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[-6.94447994e-01  9.99986768e-01 -6.33468390e-01  4.15752409e-04
   2.95321960e-02  9.69569087e-01  2.52830359e-04  2.30224628e-04
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  4.00000000e-01]]"
3,[0.],[[[0 1 0 0 0]]],[[8.]],[0],[30.],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[-0.4220885   0.42708096  0.118673    0.0297624   0.37068129  0.58819181
   0.00554587  0.00581863  0.          1.          0.          0.
   0.          0.5       ]]"
4,[15.],[[[0 0 1 0 0]]],[[10.]],[4],[0.],[[0 0 0 0 0]],[[[0. 1. 0. 0. 0.]]],[[5.]],"[[-9.10983086e-01  9.99961436e-01  4.73460592e-02  2.02196697e-03
   4.51011688e-01  5.46312869e-01  3.78154509e-04  2.75362487e-04
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  6.00000000e-01]]"
5,[23.],[[[0 0 1 0 0]]],[[11.]],[3],[7.],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[-9.35418963e-01  9.99988854e-01 -4.40798223e-01  3.13934230e-04
   8.33638161e-02  9.15950179e-01  2.01451476e-04  1.70514686e-04
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  7.00000000e-01]]"
6,[15.],[[[0 0 1 0 0]]],[[9.]],[4],[0.],[[0 0 0 0 0]],[[[0. 1. 0. 0. 0.]]],[[5.]],"[[-9.53358293e-01  9.99822795e-01 -1.97068632e-01  7.62116048e-04
   2.19178483e-01  7.79556215e-01  2.82082328e-04  2.21138005e-04
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  8.00000000e-01]]"
7,[15.],[[[0 0 1 0 0]]],[[12.]],[4],[0.],[[0 0 0 0 0]],[[[0. 1. 0. 0. 0.]]],[[5.]],"[[-9.62673903e-01  9.99891698e-01 -7.02110007e-02  1.11859816e-03
   3.35311055e-01  6.63025379e-01  3.10799805e-04  2.34095103e-04
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  9.00000000e-01]]"
8,[0.],[[[0 1 0 0 0]]],[[5.]],[0],[15.],[[0 0 0 0 0]],[[[0. 1. 0. 0. 0.]]],[[5.]],"[[-3.08563203e-01  9.60291505e-01  6.60280406e-01  1.05806708e-01
   7.90672779e-01  1.01334460e-01  1.33488583e-03  8.51115095e-04
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
9,[0.],[[[0 1 0 0 0]]],[[6.]],[0],[15.],[[0 0 0 0 0]],[[[0. 1. 0. 0. 0.]]],[[5.]],"[[1.32657468e-01 9.88163471e-01 9.29286778e-01 5.95093131e-01
  3.81530493e-01 2.11091898e-02 1.42570375e-03 8.41500994e-04
  0.00000000e+00 1.00000000e+00 0.00000000e+00 0.00000000e+00
  0.00000000e+00 1.10000000e+00]]"
