,learner reward,learner action,learner action cont,adv action,adv reward,psudo reward,real model action,real_model action cont,adv_state
0,[15.],[[[0 0 1 0 0]]],[[10.]],[2],[15.],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[-0.23604636  0.9993431  -0.28683484  0.01607163  0.08774742  0.89328432
   0.00157544  0.00132107  0.          0.          1.          0.
   0.          0.2       ]]"
1,[15.],[[[0 0 1 0 0]]],[[11.]],[2],[15.],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[-5.65676928e-01  9.99679625e-01 -2.43316323e-01  4.08520084e-03
   1.37867585e-01  8.56718421e-01  7.33204884e-04  5.95628226e-04
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  3.00000000e-01]]"
2,[23.],[[[0 1 0 0 0]]],[[7.]],[3],[7.],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[-6.94447994e-01  9.99986768e-01 -6.33468390e-01  4.15752409e-04
   2.95321960e-02  9.69569087e-01  2.52830359e-04  2.30224628e-04
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  4.00000000e-01]]"
3,[0.],[[[0 0 1 0 0]]],[[9.]],[0],[30.],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[-0.4220885   0.42708096  0.118673    0.0297624   0.37068129  0.58819181
   0.00554587  0.00581863  0.          0.          1.          0.
   0.          0.5       ]]"
4,[23.],[[[0 1 0 0 0]]],[[5.]],[3],[7.],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[-7.38346815e-01  9.99992669e-01 -6.02176666e-01  3.89852503e-04
   3.52226384e-02  9.63928521e-01  2.41623828e-04  2.17367400e-04
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  6.00000000e-01]]"
5,[0.],[[[0 0 1 0 0]]],[[12.]],[0],[30.],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[-0.46576661  0.43134254  0.10532874  0.02321145  0.36904129  0.59778529
   0.0048637   0.00509826  0.          1.          0.          0.
   0.          0.7       ]]"
6,[15.],[[[0 0 1 0 0]]],[[10.]],[4],[0.],[[0 0 0 0 0]],[[[0. 1. 0. 0. 0.]]],[[5.]],"[[-9.11811650e-01  9.99957740e-01  3.96494493e-02  1.97376683e-03
   4.42557126e-01  5.54817379e-01  3.76749376e-04  2.74984981e-04
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  8.00000000e-01]]"
7,[0.],[[[0 0 1 0 0]]],[[11.]],[0],[15.],[[0 0 0 0 0]],[[[0. 1. 0. 0. 0.]]],[[5.]],"[[-2.54988045e-01  9.70256925e-01  7.20207989e-01  1.40330732e-01
   7.78121293e-01  7.93790817e-02  1.33581914e-03  8.33180500e-04
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  9.00000000e-01]]"
8,[0.],[[[0 1 0 0 0]]],[[7.]],[0],[15.],[[0 0 0 0 0]],[[[0. 1. 0. 0. 0.]]],[[5.]],"[[1.66441724e-01 9.91203189e-01 9.38824415e-01 6.39267564e-01
  3.39989364e-01 1.85471922e-02 1.38247409e-03 8.13508988e-04
  0.00000000e+00 1.00000000e+00 0.00000000e+00 0.00000000e+00
  0.00000000e+00 1.00000000e+00]]"
9,[0.],[[[1 0 0 0 0]]],[[3.]],[0],[15.],[[0 0 0 0 0]],[[[0. 1. 0. 0. 0.]]],[[5.]],"[[4.53736722e-01 9.97783363e-01 9.57458854e-01 8.95083010e-01
  9.70749259e-02 6.27878681e-03 9.82057420e-04 5.81199478e-04
  1.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
  0.00000000e+00 1.10000000e+00]]"
