,learner reward,learner action,learner action cont,adv action,adv reward,psudo reward,real model action,real_model action cont,adv_state
0,[15.],[[[0 0 1 0 0]]],[[10.]],[2],[15.],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[-0.23604636  0.9993431  -0.28683484  0.01607163  0.08774742  0.89328432
   0.00157544  0.00132107  0.          0.          1.          0.
   0.          0.2       ]]"
1,[15.],[[[0 1 0 0 0]]],[[5.]],[2],[15.],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[-5.65676928e-01  9.99679625e-01 -2.43316323e-01  4.08520084e-03
   1.37867585e-01  8.56718421e-01  7.33204884e-04  5.95628226e-04
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  3.00000000e-01]]"
2,[23.],[[[0 0 1 0 0]]],[[10.]],[3],[7.],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[-6.94447994e-01  9.99986768e-01 -6.33468390e-01  4.15752409e-04
   2.95321960e-02  9.69569087e-01  2.52830359e-04  2.30224628e-04
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  4.00000000e-01]]"
3,[0.],[[[0 0 1 0 0]]],[[12.]],[0],[30.],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[-0.4220885   0.42708096  0.118673    0.0297624   0.37068129  0.58819181
   0.00554587  0.00581863  0.          0.          1.          0.
   0.          0.5       ]]"
4,[23.],[[[0 0 1 0 0]]],[[10.]],[3],[7.],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[-7.38346815e-01  9.99992669e-01 -6.02176666e-01  3.89852503e-04
   3.52226384e-02  9.63928521e-01  2.41623828e-04  2.17367400e-04
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  6.00000000e-01]]"
5,[0.],[[[0 0 1 0 0]]],[[11.]],[0],[30.],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[-0.46576661  0.43134254  0.10532874  0.02321145  0.36904129  0.59778529
   0.0048637   0.00509826  0.          0.          1.          0.
   0.          0.7       ]]"
6,[23.],[[[0 1 0 0 0]]],[[8.]],[3],[7.],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[-7.46426702e-01  9.99991953e-01 -5.98821282e-01  3.81097780e-04
   3.59971337e-02  9.63169277e-01  2.38407127e-04  2.14155807e-04
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  8.00000000e-01]]"
7,[0.],[[[0 0 1 0 0]]],[[10.]],[0],[30.],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[-0.47461122  0.43033111  0.1009053   0.02196341  0.36674032  0.60155648
   0.00475148  0.00498826  0.          1.          0.          0.
   0.          0.9       ]]"
8,[0.],[[[0 0 1 0 0]]],[[10.]],[0],[15.],[[0 0 0 0 0]],[[[0. 1. 0. 0. 0.]]],[[5.]],"[[-3.43729258e-01  8.40456545e-01  8.13155830e-01  9.78222638e-02
   8.46138000e-01  5.40741272e-02  1.18815002e-03  7.77510169e-04
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
9,[0.],[[[0 1 0 0 0]]],[[5.]],[0],[15.],[[0 0 0 0 0]],[[[0. 1. 0. 0. 0.]]],[[5.]],"[[-1.12860553e-01  9.64452684e-01  9.69694972e-01  2.80251801e-01
   6.92287326e-01  2.57384013e-02  1.08756649e-03  6.34886965e-04
   1.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  1.10000000e+00]]"
