,adv action,condition,git,investment,repay
0,[1],"""adv""","('891f9fe04ff730c3d04a211af23ac10ee3bd72d3', 'vec')",18,[13.5]
1,[0],"""adv""","('891f9fe04ff730c3d04a211af23ac10ee3bd72d3', 'vec')",5,[0.]
2,[4],"""adv""","('891f9fe04ff730c3d04a211af23ac10ee3bd72d3', 'vec')",0,[0.]
3,[2],"""adv""","('891f9fe04ff730c3d04a211af23ac10ee3bd72d3', 'vec')",10,[15.]
4,[2],"""adv""","('891f9fe04ff730c3d04a211af23ac10ee3bd72d3', 'vec')",20,[30.]
5,[2],"""adv""","('891f9fe04ff730c3d04a211af23ac10ee3bd72d3', 'vec')",20,[30.]
6,[0],"""adv""","('891f9fe04ff730c3d04a211af23ac10ee3bd72d3', 'vec')",15,[0.]
7,[0],"""adv""","('891f9fe04ff730c3d04a211af23ac10ee3bd72d3', 'vec')",16,[0.]
8,[0],"""adv""","('891f9fe04ff730c3d04a211af23ac10ee3bd72d3', 'vec')",19,[0.]
9,[0],"""adv""","('891f9fe04ff730c3d04a211af23ac10ee3bd72d3', 'vec')",0,[0.]
