,learner reward,learner action,learner action cont,adv action,adv reward,psudo reward,real model action,real_model action cont,adv_state
0,[15.],[[[0 0 1 0 0]]],[[11.]],[2],[15.],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[-0.23604636  0.9993431  -0.28683484  0.01607163  0.08774742  0.89328432
   0.00157544  0.00132107  0.          0.          1.          0.
   0.          0.2       ]]"
1,[8.],[[[0 1 0 0 0]]],[[7.]],[1],[22.],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[-0.42392141  0.99301583  0.26550046  0.03838391  0.56624997  0.39280626
   0.00150421  0.0010556   0.          1.          0.          0.
   0.          0.3       ]]"
2,[8.],[[[0 1 0 0 0]]],[[5.]],[2],[7.],[[0 0 0 0 0]],[[[0. 1. 0. 0. 0.]]],[[5.]],"[[-6.52835965e-01  9.99605894e-01  6.05790675e-01  1.71730127e-02
   8.77259791e-01  1.04793280e-01  4.77458001e-04  2.96441896e-04
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  4.00000000e-01]]"
3,[8.],[[[0 0 1 0 0]]],[[10.]],[1],[22.],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[-7.26590157e-01  9.98424113e-01  6.15914106e-01  1.16272885e-02
   8.92448306e-01  9.53249335e-02  3.70764901e-04  2.28724632e-04
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  5.00000000e-01]]"
4,[8.],[[[0 1 0 0 0]]],[[8.]],[2],[7.],[[0 0 0 0 0]],[[[0. 1. 0. 0. 0.]]],[[5.]],"[[-8.03754449e-01  9.99731660e-01  8.77005160e-01  8.34757276e-03
   9.62252319e-01  2.91389991e-02  1.66750397e-04  9.43685518e-05
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  6.00000000e-01]]"
5,[4.],[[[0 1 0 0 0]]],[[5.]],[1],[11.],[[0 0 0 0 0]],[[[0. 1. 0. 0. 0.]]],[[5.]],"[[-6.77111924e-01  9.99048710e-01  9.76079345e-01  1.69610176e-02
   9.61957395e-01  2.07660217e-02  2.03219533e-04  1.12338028e-04
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  7.00000000e-01]]"
6,[4.],[[[0 1 0 0 0]]],[[8.]],[1],[11.],[[0 0 0 0 0]],[[[0. 1. 0. 0. 0.]]],[[5.]],"[[-6.37771010e-01  9.99373257e-01  9.87042904e-01  2.10232940e-02
   9.58247185e-01  2.03800406e-02  2.25196360e-04  1.24303697e-04
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  8.00000000e-01]]"
7,[4.],[[[0 1 0 0 0]]],[[5.]],[1],[11.],[[0 0 0 0 0]],[[[0. 1. 0. 0. 0.]]],[[5.]],"[[-6.19272232e-01  9.99424040e-01  9.87407923e-01  2.32305024e-02
   9.55766737e-01  2.06319429e-02  2.38872293e-04  1.31966241e-04
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  9.00000000e-01]]"
8,[0.],[[[0 1 0 0 0]]],[[7.]],[0],[15.],[[0 0 0 0 0]],[[[0. 1. 0. 0. 0.]]],[[5.]],"[[-2.84588665e-01  9.97387111e-01  9.89335716e-01  1.30896017e-01
   8.43710303e-01  2.43718103e-02  6.53865747e-04  3.68132140e-04
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
9,[0.],[[[0 1 0 0 0]]],[[5.]],[0],[15.],[[0 0 0 0 0]],[[[0. 1. 0. 0. 0.]]],[[5.]],"[[2.41498910e-02 9.97885227e-01 9.81989563e-01 4.50932205e-01
  5.26486576e-01 2.07288042e-02 1.17709581e-03 6.75290416e-04
  1.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
  0.00000000e+00 1.10000000e+00]]"
