,learner reward,learner action,learner action cont,adv action,adv reward,psudo reward,real model action,real_model action cont,adv_state
0,[15.],[[[0 0 1 0 0]]],[[12.]],[2],[15.],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[-0.23604636  0.9993431  -0.28683484  0.01607163  0.08774742  0.89328432
   0.00157544  0.00132107  0.          0.          1.          0.
   0.          0.2       ]]"
1,[8.],[[[0 0 1 0 0]]],[[9.]],[1],[22.],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[-0.42392141  0.99301583  0.26550046  0.03838391  0.56624997  0.39280626
   0.00150421  0.0010556   0.          0.          1.          0.
   0.          0.3       ]]"
2,[8.],[[[0 1 0 0 0]]],[[8.]],[1],[22.],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[-5.87320507e-01  9.97455060e-01  4.04705942e-01  2.05709748e-02
   7.42546260e-01  2.35532776e-01  8.11216538e-04  5.38820284e-04
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  4.00000000e-01]]"
3,[8.],[[[0 1 0 0 0]]],[[6.]],[2],[7.],[[0 0 0 0 0]],[[[0. 1. 0. 0. 0.]]],[[5.]],"[[-7.37374127e-01  9.99640465e-01  7.21898794e-01  1.14773409e-02
   9.27575529e-01  6.04856312e-02  2.89162592e-04  1.72365937e-04
   0.00000000e+00  0.00000000e+00  1.00000000e+00  0.00000000e+00
   0.00000000e+00  5.00000000e-01]]"
4,[8.],[[[1 0 0 0 0]]],[[4.]],[1],[22.],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[-7.70880520e-01  9.98646677e-01  7.20576763e-01  9.56854504e-03
   9.30744052e-01  5.92718534e-02  2.60515080e-04  1.55166970e-04
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  6.00000000e-01]]"
5,[4.],[[[0 1 0 0 0]]],[[6.]],[1],[11.],[[0 0 0 0 0]],[[[0. 1. 0. 0. 0.]]],[[5.]],"[[-6.25848711e-01  9.98689055e-01  9.41001475e-01  2.22362690e-02
   9.52103198e-01  2.52550151e-02  2.59859313e-04  1.45663231e-04
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  7.00000000e-01]]"
6,[4.],[[[0 1 0 0 0]]],[[8.]],[1],[11.],[[0 0 0 0 0]],[[[0. 1. 0. 0. 0.]]],[[5.]],"[[-5.99630773e-01  9.99368429e-01  9.81669843e-01  2.57944018e-02
   9.52327490e-01  2.14775130e-02  2.57819862e-04  1.42846242e-04
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  8.00000000e-01]]"
7,[4.],[[[0 1 0 0 0]]],[[8.]],[1],[11.],[[0 0 0 0 0]],[[[0. 1. 0. 0. 0.]]],[[5.]],"[[-5.95961452e-01  9.99448478e-01  9.85977829e-01  2.63272226e-02
   9.52147186e-01  2.11243425e-02  2.58322543e-04  1.42954377e-04
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  9.00000000e-01]]"
8,[0.],[[[0 1 0 0 0]]],[[5.]],[0],[15.],[[0 0 0 0 0]],[[[0. 1. 0. 0. 0.]]],[[5.]],"[[-2.63498366e-01  9.97458339e-01  9.88787711e-01  1.44666657e-01
   8.29765916e-01  2.44863611e-02  6.91337395e-04  3.89725988e-04
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
9,[0.],[[[0 1 0 0 0]]],[[8.]],[0],[15.],[[0 0 0 0 0]],[[[0. 1. 0. 0. 0.]]],[[5.]],"[[4.49768975e-02 9.97948229e-01 9.81315315e-01 4.79322761e-01
  4.98724431e-01 2.00664606e-02 1.19805033e-03 6.88209780e-04
  1.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
  0.00000000e+00 1.10000000e+00]]"
