,learner reward,learner action,learner action cont,adv action,adv reward,psudo reward,real model action,real_model action cont,adv_state
0,[15.],[[[0 0 1 0 0]]],[[9.]],[2],[15.],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[-0.23604636  0.9993431  -0.28683484  0.01607163  0.08774742  0.89328432
   0.00157544  0.00132107  0.          0.          1.          0.
   0.          0.2       ]]"
1,[8.],[[[0 0 1 0 0]]],[[10.]],[1],[22.],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[-0.42392141  0.99301583  0.26550046  0.03838391  0.56624997  0.39280626
   0.00150421  0.0010556   0.          0.          1.          0.
   0.          0.3       ]]"
2,[8.],[[[0 1 0 0 0]]],[[7.]],[1],[22.],[[0 0 0 0 0]],[[[0. 0. 1. 0. 0.]]],[[10.]],"[[-5.87320507e-01  9.97455060e-01  4.04705942e-01  2.05709748e-02
   7.42546260e-01  2.35532776e-01  8.11216538e-04  5.38820284e-04
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  4.00000000e-01]]"
3,[8.],[[[0 1 0 0 0]]],[[5.]],[2],[7.],[[0 0 0 0 0]],[[[0. 1. 0. 0. 0.]]],[[5.]],"[[-7.37374127e-01  9.99640465e-01  7.21898794e-01  1.14773409e-02
   9.27575529e-01  6.04856312e-02  2.89162592e-04  1.72365937e-04
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  5.00000000e-01]]"
4,[8.],[[[0 1 0 0 0]]],[[8.]],[2],[7.],[[0 0 0 0 0]],[[[0. 1. 0. 0. 0.]]],[[5.]],"[[-8.15815210e-01  9.99787748e-01  9.25970793e-01  7.89125636e-03
   9.68676090e-01  2.32089758e-02  1.43707221e-04  8.00430353e-05
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  6.00000000e-01]]"
5,[4.],[[[0 1 0 0 0]]],[[7.]],[1],[11.],[[0 0 0 0 0]],[[[0. 1. 0. 0. 0.]]],[[5.]],"[[-6.93707108e-01  9.99136984e-01  9.83447254e-01  1.55194653e-02
   9.64354575e-01  1.98324304e-02  1.89283426e-04  1.04294551e-04
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  7.00000000e-01]]"
6,[4.],[[[0 1 0 0 0]]],[[6.]],[1],[11.],[[0 0 0 0 0]],[[[0. 1. 0. 0. 0.]]],[[5.]],"[[-6.48410380e-01  9.99368966e-01  9.88160312e-01  1.98525265e-02
   9.59696114e-01  2.01146640e-02  2.17005101e-04  1.19671538e-04
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  8.00000000e-01]]"
7,[0.],[[[0 1 0 0 0]]],[[7.]],[0],[15.],[[0 0 0 0 0]],[[[0. 1. 0. 0. 0.]]],[[5.]],"[[-3.10016185e-01  9.97283280e-01  9.89900708e-01  1.15786038e-01
   8.59065354e-01  2.41952818e-02  6.10284682e-04  3.43082211e-04
   0.00000000e+00  1.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  9.00000000e-01]]"
8,[0.],[[[0 1 0 0 0]]],[[5.]],[0],[15.],[[0 0 0 0 0]],[[[0. 1. 0. 0. 0.]]],[[5.]],"[[-9.10521951e-04  9.97803152e-01  9.82768178e-01  4.17192727e-01
   5.59536815e-01  2.14655772e-02  1.14752795e-03  6.57304015e-04
   1.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  1.00000000e+00]]"
9,[0.],[[[1 0 0 0 0]]],[[1.]],[0],[0.],[[0 0 0 0 0]],[[[1. 0. 0. 0. 0.]]],[[0.]],"[[4.56194013e-01 9.94774759e-01 9.80012178e-01 8.97185981e-01
  9.57281291e-02 5.60324267e-03 9.33172647e-04 5.49521705e-04
  1.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
  0.00000000e+00 1.10000000e+00]]"
