,adv action,condition,git,investment,repay
0,[2],"""adv""","('644a2f6ca9ee7e9393d0632bffcb05fe8e280b8a', 'vec')",20,[30.]
1,[2],"""adv""","('644a2f6ca9ee7e9393d0632bffcb05fe8e280b8a', 'vec')",17,[25.5]
2,[2],"""adv""","('644a2f6ca9ee7e9393d0632bffcb05fe8e280b8a', 'vec')",20,[30.]
3,[2],"""adv""","('644a2f6ca9ee7e9393d0632bffcb05fe8e280b8a', 'vec')",20,[30.]
4,[2],"""adv""","('644a2f6ca9ee7e9393d0632bffcb05fe8e280b8a', 'vec')",17,[25.5]
5,[2],"""adv""","('644a2f6ca9ee7e9393d0632bffcb05fe8e280b8a', 'vec')",16,[24.]
6,[2],"""adv""","('644a2f6ca9ee7e9393d0632bffcb05fe8e280b8a', 'vec')",20,[30.]
7,[1],"""adv""","('644a2f6ca9ee7e9393d0632bffcb05fe8e280b8a', 'vec')",16,[12.]
8,[2],"""adv""","('644a2f6ca9ee7e9393d0632bffcb05fe8e280b8a', 'vec')",20,[30.]
9,[1],"""adv""","('644a2f6ca9ee7e9393d0632bffcb05fe8e280b8a', 'vec')",20,[15.]
